11:06:00:861	Application Starting
11:06:06:611	Upload Task starting
11:06:06:628	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
11:06:07:862	Upload Task event uploaded for counterdevice2
11:06:10:989	Upload Task event uploaded for counterdevice3
11:06:13:042	Upload Task event uploaded for counterdevice2
11:06:14:089	Upload Task event uploaded for counterdevice3
11:06:16:144	Upload Task event uploaded for counterdevice2
11:06:17:163	Upload Task event uploaded for counterdevice3
11:06:19:185	Upload Task event uploaded for counterdevice2
11:06:20:249	Upload Task cancellation request
11:06:20:265	Upload Task completed
