22:14:13:676	Application Starting
22:14:15:873	Upload Task starting
22:14:15:890	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:14:16:961	Upload Task event uploaded for counterdevice1
22:14:31:928	Upload Task event uploaded for counterdevice1
22:14:46:000	Upload Task event uploaded for counterdevice1
22:15:00:168	Upload Task event uploaded for counterdevice1
22:15:14:252	Upload Task event uploaded for counterdevice1
22:15:28:459	Upload Task event uploaded for counterdevice1
22:15:42:513	Upload Task event uploaded for counterdevice1
22:15:56:586	Upload Task event uploaded for counterdevice1
22:16:10:702	Upload Task event uploaded for counterdevice1
