15:54:30:116	Application Starting
15:54:35:175	Upload Task starting
15:54:35:186	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:54:36:292	Upload Task event uploaded for counterdevice2
15:54:38:368	Upload Task event uploaded for counterdevice3
15:54:40:381	Upload Task cancellation request
15:54:40:390	Upload Task completed
15:55:03:830	Upload Task starting
15:55:03:839	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:55:04:855	Upload Task event uploaded for counterdevice2
15:55:05:872	Upload Task event uploaded for counterdevice3
15:55:07:892	Upload Task cancellation request
15:55:07:901	Upload Task completed
