21:51:46:849	Application Starting
21:51:49:375	Upload Task starting
21:51:49:383	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:51:50:454	Upload Task event uploaded for counter1
21:51:52:260	Upload Task event uploaded for counter2
21:51:53:555	Upload Task event uploaded for counter1
21:51:54:892	Upload Task event uploaded for counter2
21:51:55:938	Upload Task event uploaded for counter34
21:51:57:354	Upload Task event uploaded for counter1
21:51:58:495	Upload Task event uploaded for counter2
21:51:59:854	Upload Task event uploaded for counter34
