13:25:07:530	Application Starting
13:25:14:788	Upload Task starting
13:25:14:803	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:25:15:994	Upload Task event uploaded for counterdevice2
13:25:18:171	Upload Task event uploaded for counterdevice3
13:25:20:185	Upload Task event uploaded for counterdevice2
13:25:21:197	Upload Task event uploaded for counterdevice3
13:25:23:212	Upload Task event uploaded for counterdevice2
13:25:24:573	Upload Task event uploaded for counterdevice3
13:25:26:595	Upload Task event uploaded for counterdevice2
13:25:27:607	Upload Task event uploaded for counterdevice3
13:25:29:622	Upload Task event uploaded for counterdevice2
13:25:30:639	Upload Task event uploaded for counterdevice3
13:25:32:654	Upload Task event uploaded for counterdevice2
13:25:33:664	Upload Task event uploaded for counterdevice3
13:25:35:675	Upload Task event uploaded for counterdevice2
13:25:36:690	Upload Task event uploaded for counterdevice3
13:25:38:735	Upload Task event uploaded for counterdevice2
13:25:39:821	Upload Task event uploaded for counterdevice3
13:25:41:851	Upload Task event uploaded for counterdevice2
13:25:42:875	Upload Task event uploaded for counterdevice3
13:25:44:903	Upload Task event uploaded for counterdevice2
13:25:45:922	Upload Task event uploaded for counterdevice3
13:25:47:999	Upload Task event uploaded for counterdevice2
13:25:49:012	Upload Task event uploaded for counterdevice3
13:25:51:051	Upload Task event uploaded for counterdevice2
13:25:52:064	Upload Task event uploaded for counterdevice3
13:25:54:075	Upload Task event uploaded for counterdevice2
13:25:55:097	Upload Task event uploaded for counterdevice3
13:25:57:115	Upload Task event uploaded for counterdevice2
13:25:58:170	Upload Task event uploaded for counterdevice3
13:26:00:322	Upload Task event uploaded for counterdevice2
13:26:01:349	Upload Task event uploaded for counterdevice3
13:26:03:565	Upload Task event uploaded for counterdevice2
13:26:04:578	Upload Task event uploaded for counterdevice3
13:26:06:600	Upload Task event uploaded for counterdevice2
13:26:07:610	Upload Task event uploaded for counterdevice3
13:26:09:625	Upload Task event uploaded for counterdevice2
13:26:10:638	Upload Task event uploaded for counterdevice3
13:26:12:650	Upload Task event uploaded for counterdevice2
13:26:13:661	Upload Task event uploaded for counterdevice3
13:26:15:713	Upload Task event uploaded for counterdevice2
13:26:16:724	Upload Task event uploaded for counterdevice3
13:26:17:737	Upload Task cancellation request
13:26:17:748	Upload Task completed
