16:01:14:950	Application Starting
16:01:19:779	Upload Task starting
16:01:19:790	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
16:01:20:870	Upload Task event uploaded for counterdevice3
16:01:23:022	Upload Task event uploaded for counterdevice2
16:01:25:045	Upload Task event uploaded for counterdevice3
16:01:26:071	Upload Task event uploaded for counterdevice2
16:01:28:086	Upload Task event uploaded for counterdevice3
16:01:29:109	Upload Task event uploaded for counterdevice2
16:01:30:129	Upload Task cancellation request
16:01:30:139	Upload Task completed
