21:24:44:801	Application Starting
21:24:47:226	Upload Task starting
21:24:47:250	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:24:48:304	Upload Task event uploaded for counterdevice2
21:25:12:024	Upload Task event uploaded for counterdevice2
21:25:15:914	Upload Task event uploaded for counterdevice2
21:26:35:395	Upload Task event uploaded for counterdevice2
21:26:37:663	Upload Task event uploaded for counterdevice2
21:26:40:209	Upload Task event uploaded for counterdevice2
21:26:42:626	Upload Task event uploaded for counterdevice2
21:26:43:657	Upload Task cancellation request
21:26:43:670	Upload Task completed
