13:34:40:262	Application Starting
13:34:51:080	Upload Task starting
13:34:51:090	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:34:52:175	Upload Task event uploaded for counterdevice1
13:35:07:115	Upload Task event uploaded for counterdevice1
13:35:21:182	Upload Task event uploaded for counterdevice1
13:35:35:255	Upload Task event uploaded for counterdevice1
13:35:49:401	Upload Task event uploaded for counterdevice1
13:36:02:676	Upload Task cancellation request
13:36:02:688	Upload Task completed
13:54:45:514	Upload Task starting
13:54:45:528	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:54:46:537	Upload Task event uploaded for counterdevice1
