15:43:22:571	Application Starting
15:43:26:442	Upload Task starting
15:43:26:459	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:43:27:812	Upload Task event uploaded for counter1
15:43:32:460	Upload Task event uploaded for counter2
15:43:33:586	Upload Task event uploaded for counter1
15:43:34:706	Upload Task event uploaded for counter2
15:43:35:827	Upload Task event uploaded for counter34
15:43:36:964	Upload Task event uploaded for counter1
15:43:38:210	Upload Task event uploaded for counter2
15:43:39:363	Upload Task event uploaded for counter34
15:43:40:493	Upload Task event uploaded for counter95
15:43:41:633	Upload Task event uploaded for counter1
15:43:42:754	Upload Task event uploaded for counter2
15:43:43:876	Upload Task event uploaded for counter4
15:43:45:003	Upload Task event uploaded for counter34
15:43:46:132	Upload Task event uploaded for counter51
15:43:47:260	Upload Task event uploaded for counter55
15:43:48:397	Upload Task event uploaded for counter95
15:43:49:517	Upload Task event uploaded for counter1
15:43:50:643	Upload Task event uploaded for counter2
15:43:51:769	Upload Task event uploaded for counter4
15:43:52:899	Upload Task event uploaded for counter34
15:43:54:084	Upload Task event uploaded for counter45
15:43:55:224	Upload Task event uploaded for counter51
15:43:56:354	Upload Task event uploaded for counter55
15:43:57:472	Upload Task event uploaded for counter93
15:43:58:592	Upload Task event uploaded for counter94
15:43:59:719	Upload Task event uploaded for counter95
15:44:00:850	Upload Task event uploaded for counter1
15:44:01:977	Upload Task event uploaded for counter2
15:44:03:104	Upload Task event uploaded for counter4
15:44:04:234	Upload Task event uploaded for counter34
15:44:05:356	Upload Task event uploaded for counter45
15:44:06:481	Upload Task event uploaded for counter51
15:44:07:613	Upload Task event uploaded for counter55
15:44:08:750	Upload Task event uploaded for counter93
15:44:09:880	Upload Task event uploaded for counter94
15:44:11:010	Upload Task event uploaded for counter95
15:44:12:131	Upload Task event uploaded for counter1
15:44:13:251	Upload Task event uploaded for counter2
15:44:14:380	Upload Task event uploaded for counter4
15:44:15:537	Upload Task event uploaded for counter34
15:44:16:670	Upload Task event uploaded for counter45
15:44:17:807	Upload Task event uploaded for counter51
15:44:18:950	Upload Task event uploaded for counter55
15:44:20:069	Upload Task event uploaded for counter93
15:44:21:190	Upload Task event uploaded for counter94
15:44:22:379	Upload Task event uploaded for counter95
15:44:23:519	Upload Task event uploaded for counter1
15:44:24:657	Upload Task event uploaded for counter2
15:44:25:784	Upload Task event uploaded for counter4
15:44:26:913	Upload Task event uploaded for counter23
15:44:28:032	Upload Task event uploaded for counter34
15:44:29:149	Upload Task event uploaded for counter41
15:44:30:279	Upload Task event uploaded for counter45
15:44:31:432	Upload Task event uploaded for counter51
15:44:32:577	Upload Task event uploaded for counter55
15:44:33:714	Upload Task event uploaded for counter62
15:44:34:832	Upload Task event uploaded for counter93
15:44:35:955	Upload Task event uploaded for counter94
15:44:37:088	Upload Task event uploaded for counter95
15:44:38:222	Upload Task event uploaded for counter1
15:44:39:366	Upload Task event uploaded for counter2
15:44:40:499	Upload Task event uploaded for counter4
15:44:41:626	Upload Task event uploaded for counter23
15:44:42:744	Upload Task event uploaded for counter34
15:44:43:872	Upload Task event uploaded for counter41
15:44:45:021	Upload Task event uploaded for counter45
15:44:46:161	Upload Task event uploaded for counter51
15:44:47:292	Upload Task event uploaded for counter55
15:44:48:445	Upload Task event uploaded for counter62
15:44:49:570	Upload Task event uploaded for counter79
15:44:50:690	Upload Task event uploaded for counter93
15:44:51:812	Upload Task event uploaded for counter94
15:44:52:946	Upload Task event uploaded for counter95
15:44:54:087	Upload Task event uploaded for counter1
15:44:55:216	Upload Task event uploaded for counter2
15:44:56:368	Upload Task event uploaded for counter4
15:44:57:536	Upload Task event uploaded for counter23
15:44:58:687	Upload Task event uploaded for counter34
15:44:59:815	Upload Task event uploaded for counter41
15:45:00:943	Upload Task event uploaded for counter45
15:45:02:077	Upload Task event uploaded for counter51
15:45:03:206	Upload Task event uploaded for counter55
15:45:04:336	Upload Task event uploaded for counter62
15:45:05:455	Upload Task event uploaded for counter79
15:45:06:603	Upload Task event uploaded for counter84
15:45:07:730	Upload Task event uploaded for counter93
15:45:08:866	Upload Task event uploaded for counter94
15:45:09:998	Upload Task event uploaded for counter95
15:45:11:126	Upload Task event uploaded for counter1
15:45:12:242	Upload Task event uploaded for counter2
15:45:13:365	Upload Task event uploaded for counter4
15:45:14:490	Upload Task event uploaded for counter23
15:45:15:629	Upload Task event uploaded for counter34
15:45:16:769	Upload Task event uploaded for counter41
