13:00:44:591	Application Starting
13:00:53:718	Upload Task starting
13:00:53:738	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:00:55:173	Upload Task event uploaded for counterdevice1
13:00:59:055	Upload Task event uploaded for counterdevice1
13:01:01:077	Upload Task event uploaded for counterdevice1
13:01:03:099	Upload Task event uploaded for counterdevice1
13:01:05:123	Upload Task event uploaded for counterdevice1
13:01:07:155	Upload Task event uploaded for counterdevice1
13:01:09:178	Upload Task event uploaded for counterdevice1
13:01:10:198	Upload Task cancellation request
13:01:10:213	Upload Task completed
