12:31:39:824	Application Starting
12:31:44:162	Upload Task starting
12:31:44:171	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:31:45:235	Upload Task event uploaded for counterdevice1
12:31:48:255	Upload Task event uploaded for counterdevice1
12:31:50:384	Upload Task event uploaded for counterdevice1
12:31:52:469	Upload Task event uploaded for counterdevice1
12:31:54:518	Upload Task event uploaded for counterdevice1
12:31:56:566	Upload Task event uploaded for counterdevice1
12:31:58:599	Upload Task event uploaded for counterdevice1
12:32:00:642	Upload Task event uploaded for counterdevice1
12:32:02:684	Upload Task event uploaded for counterdevice1
12:32:04:716	Upload Task event uploaded for counterdevice1
12:32:06:770	Upload Task event uploaded for counterdevice1
12:32:08:808	Upload Task event uploaded for counterdevice1
12:32:10:846	Upload Task event uploaded for counterdevice1
12:32:12:904	Upload Task event uploaded for counterdevice1
12:32:14:940	Upload Task event uploaded for counterdevice1
12:32:16:966	Upload Task event uploaded for counterdevice1
12:32:19:094	Upload Task event uploaded for counterdevice1
12:32:21:135	Upload Task event uploaded for counterdevice1
12:32:23:212	Upload Task event uploaded for counterdevice1
12:32:25:319	Upload Task event uploaded for counterdevice1
12:32:27:352	Upload Task event uploaded for counterdevice1
12:32:29:426	Upload Task event uploaded for counterdevice1
12:32:31:471	Upload Task event uploaded for counterdevice1
12:32:33:648	Upload Task event uploaded for counterdevice1
12:32:35:772	Upload Task event uploaded for counterdevice1
12:32:37:954	Upload Task event uploaded for counterdevice1
12:32:40:284	Upload Task event uploaded for counterdevice1
12:32:44:475	Upload Task event uploaded for counterdevice1
12:32:47:663	Upload Task event uploaded for counterdevice1
12:32:51:285	Upload Task event uploaded for counterdevice1
12:32:53:359	Upload Task event uploaded for counterdevice1
12:32:55:844	Upload Task event uploaded for counterdevice1
12:32:57:908	Upload Task event uploaded for counterdevice1
12:32:59:948	Upload Task event uploaded for counterdevice1
12:33:02:012	Upload Task event uploaded for counterdevice1
12:33:04:073	Upload Task event uploaded for counterdevice1
12:33:06:118	Upload Task event uploaded for counterdevice1
12:33:08:179	Upload Task event uploaded for counterdevice1
12:33:10:236	Upload Task event uploaded for counterdevice1
12:33:12:286	Upload Task event uploaded for counterdevice1
12:33:14:356	Upload Task event uploaded for counterdevice1
12:33:16:388	Upload Task event uploaded for counterdevice1
12:33:18:423	Upload Task event uploaded for counterdevice1
12:33:20:476	Upload Task event uploaded for counterdevice1
12:33:22:549	Upload Task event uploaded for counterdevice1
12:33:24:745	Upload Task event uploaded for counterdevice1
12:33:26:788	Upload Task event uploaded for counterdevice1
12:33:28:830	Upload Task event uploaded for counterdevice1
12:33:30:870	Upload Task event uploaded for counterdevice1
12:33:32:902	Upload Task event uploaded for counterdevice1
12:33:34:972	Upload Task event uploaded for counterdevice1
12:33:37:010	Upload Task event uploaded for counterdevice1
12:33:39:057	Upload Task event uploaded for counterdevice1
12:33:41:128	Upload Task event uploaded for counterdevice1
12:33:43:197	Upload Task event uploaded for counterdevice1
12:33:45:249	Upload Task event uploaded for counterdevice1
12:33:47:297	Upload Task event uploaded for counterdevice1
12:33:49:337	Upload Task event uploaded for counterdevice1
12:33:51:384	Upload Task event uploaded for counterdevice1
12:33:53:420	Upload Task event uploaded for counterdevice1
12:33:55:470	Upload Task event uploaded for counterdevice1
12:33:57:813	Upload Task event uploaded for counterdevice1
12:33:59:876	Upload Task event uploaded for counterdevice1
12:34:01:930	Upload Task event uploaded for counterdevice1
12:34:03:985	Upload Task event uploaded for counterdevice1
12:34:06:029	Upload Task event uploaded for counterdevice1
12:34:08:091	Upload Task event uploaded for counterdevice1
12:34:10:179	Upload Task event uploaded for counterdevice1
12:34:12:238	Upload Task event uploaded for counterdevice1
12:34:14:275	Upload Task event uploaded for counterdevice1
12:34:16:318	Upload Task event uploaded for counterdevice1
12:34:18:370	Upload Task event uploaded for counterdevice1
12:34:20:459	Upload Task event uploaded for counterdevice1
12:34:22:496	Upload Task event uploaded for counterdevice1
12:34:24:640	Upload Task event uploaded for counterdevice1
12:34:26:706	Upload Task event uploaded for counterdevice1
12:34:28:815	Upload Task event uploaded for counterdevice1
12:34:31:488	Upload Task event uploaded for counterdevice1
12:34:33:549	Upload Task event uploaded for counterdevice1
12:34:35:594	Upload Task event uploaded for counterdevice1
12:34:37:641	Upload Task event uploaded for counterdevice1
12:34:39:683	Upload Task event uploaded for counterdevice1
12:34:41:790	Upload Task event uploaded for counterdevice1
