12:22:17:125	Application Starting
12:22:31:103	Upload Task starting
12:22:31:114	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:22:32:511	Upload Task event uploaded for counter1
12:22:37:809	Upload Task event uploaded for counter2
12:22:38:966	Upload Task event uploaded for counter1
12:22:40:100	Upload Task event uploaded for counter2
12:22:41:224	Upload Task event uploaded for counter34
12:22:42:368	Upload Task event uploaded for counter1
12:22:43:506	Upload Task event uploaded for counter2
12:22:44:628	Upload Task event uploaded for counter34
12:22:45:766	Upload Task event uploaded for counter95
12:22:46:894	Upload Task event uploaded for counter1
12:22:48:016	Upload Task event uploaded for counter2
12:22:49:154	Upload Task event uploaded for counter4
12:22:50:283	Upload Task event uploaded for counter34
12:22:51:436	Upload Task event uploaded for counter51
12:22:52:566	Upload Task event uploaded for counter55
12:22:53:698	Upload Task event uploaded for counter95
12:22:54:830	Upload Task cancellation request
12:22:54:838	Upload Task completed
12:35:06:568	Upload Task starting
12:35:06:585	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:35:07:597	Upload Task event uploaded for counter1
12:35:09:689	Upload Task event uploaded for counter2
12:35:10:820	Upload Task event uploaded for counter1
12:35:11:949	Upload Task event uploaded for counter2
12:35:13:078	Upload Task event uploaded for counter34
12:35:14:224	Upload Task event uploaded for counter1
12:35:15:378	Upload Task event uploaded for counter2
12:35:16:498	Upload Task event uploaded for counter34
12:35:17:631	Upload Task event uploaded for counter95
12:35:18:784	Upload Task event uploaded for counter1
12:35:19:906	Upload Task event uploaded for counter2
12:35:21:038	Upload Task event uploaded for counter4
12:35:22:171	Upload Task event uploaded for counter34
12:35:23:293	Upload Task event uploaded for counter51
12:35:24:426	Upload Task event uploaded for counter55
12:35:25:561	Upload Task event uploaded for counter95
12:35:26:696	Upload Task event uploaded for counter1
12:35:27:831	Upload Task event uploaded for counter2
12:35:28:957	Upload Task event uploaded for counter4
12:35:30:080	Upload Task event uploaded for counter34
12:35:31:210	Upload Task event uploaded for counter45
12:35:32:340	Upload Task event uploaded for counter51
12:35:33:485	Upload Task event uploaded for counter55
12:35:34:625	Upload Task event uploaded for counter93
12:35:35:753	Upload Task event uploaded for counter94
12:35:36:888	Upload Task event uploaded for counter95
12:35:38:027	Upload Task event uploaded for counter1
12:35:39:149	Upload Task event uploaded for counter2
12:35:40:282	Upload Task event uploaded for counter4
12:35:41:414	Upload Task event uploaded for counter34
12:35:42:540	Upload Task event uploaded for counter45
12:35:43:669	Upload Task event uploaded for counter51
12:35:44:810	Upload Task event uploaded for counter55
12:35:45:930	Upload Task event uploaded for counter93
12:35:47:063	Upload Task event uploaded for counter94
12:35:48:191	Upload Task event uploaded for counter95
12:35:49:312	Upload Task event uploaded for counter1
12:35:50:442	Upload Task event uploaded for counter2
12:35:51:572	Upload Task event uploaded for counter4
12:35:52:692	Upload Task event uploaded for counter34
12:35:53:827	Upload Task event uploaded for counter45
12:35:54:956	Upload Task event uploaded for counter51
12:35:56:097	Upload Task event uploaded for counter55
12:35:57:254	Upload Task event uploaded for counter93
12:35:58:379	Upload Task event uploaded for counter94
12:35:59:509	Upload Task event uploaded for counter95
12:36:00:639	Upload Task event uploaded for counter1
12:36:01:762	Upload Task event uploaded for counter2
12:36:03:005	Upload Task event uploaded for counter4
12:36:04:142	Upload Task event uploaded for counter23
12:36:05:269	Upload Task event uploaded for counter34
12:36:06:409	Upload Task event uploaded for counter41
12:36:07:541	Upload Task event uploaded for counter45
12:36:08:662	Upload Task event uploaded for counter51
12:36:09:792	Upload Task event uploaded for counter55
12:36:10:922	Upload Task event uploaded for counter62
12:36:12:048	Upload Task event uploaded for counter93
12:36:13:180	Upload Task event uploaded for counter94
12:36:14:310	Upload Task event uploaded for counter95
12:36:15:432	Upload Task event uploaded for counter1
12:36:16:568	Upload Task event uploaded for counter2
12:36:17:701	Upload Task event uploaded for counter4
12:36:18:831	Upload Task event uploaded for counter23
12:36:19:967	Upload Task event uploaded for counter34
12:36:21:094	Upload Task event uploaded for counter41
12:36:22:224	Upload Task event uploaded for counter45
12:36:23:356	Upload Task event uploaded for counter51
12:36:24:488	Upload Task event uploaded for counter55
12:36:25:621	Upload Task event uploaded for counter62
12:36:26:754	Upload Task event uploaded for counter79
12:36:27:874	Upload Task event uploaded for counter93
12:36:29:004	Upload Task event uploaded for counter94
12:36:30:135	Upload Task event uploaded for counter95
12:36:31:254	Upload Task event uploaded for counter1
12:36:32:384	Upload Task event uploaded for counter2
12:36:33:595	Upload Task event uploaded for counter4
12:36:34:884	Upload Task event uploaded for counter23
12:36:36:355	Upload Task event uploaded for counter34
12:36:38:117	Upload Task event uploaded for counter41
12:36:39:314	Upload Task event uploaded for counter45
12:36:40:553	Upload Task event uploaded for counter51
12:36:41:840	Upload Task event uploaded for counter55
12:36:43:226	Upload Task event uploaded for counter62
12:36:44:563	Upload Task event uploaded for counter79
12:36:45:751	Upload Task event uploaded for counter84
12:36:46:870	Upload Task event uploaded for counter93
12:36:48:002	Upload Task event uploaded for counter94
12:36:49:132	Upload Task event uploaded for counter95
12:36:50:262	Upload Task event uploaded for counter1
12:36:51:391	Upload Task event uploaded for counter2
12:36:52:513	Upload Task event uploaded for counter4
12:36:53:644	Upload Task event uploaded for counter23
12:36:54:794	Upload Task event uploaded for counter34
