11:28:36:267	Application Starting
11:28:39:798	Upload Task starting
11:28:39:819	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
11:28:41:034	Upload Task event uploaded for counterdevice2
11:28:44:028	Upload Task event uploaded for counterdevice3
11:28:46:256	Upload Task event uploaded for counterdevice2
11:28:47:349	Upload Task event uploaded for counterdevice3
11:28:49:599	Upload Task event uploaded for counterdevice2
11:28:50:756	Upload Task event uploaded for counterdevice3
11:28:52:875	Upload Task event uploaded for counterdevice2
11:28:53:937	Upload Task event uploaded for counterdevice3
11:28:56:103	Upload Task event uploaded for counterdevice2
11:28:57:223	Upload Task event uploaded for counterdevice3
11:28:59:523	Upload Task event uploaded for counterdevice2
11:29:00:944	Upload Task event uploaded for counterdevice3
11:29:03:237	Upload Task event uploaded for counterdevice2
11:29:04:427	Upload Task event uploaded for counterdevice3
11:29:07:277	Upload Task event uploaded for counterdevice2
11:29:08:409	Upload Task event uploaded for counterdevice3
11:29:10:856	Upload Task event uploaded for counterdevice2
11:29:12:097	Upload Task event uploaded for counterdevice3
11:29:14:326	Upload Task event uploaded for counterdevice2
11:29:15:394	Upload Task event uploaded for counterdevice3
11:29:17:564	Upload Task event uploaded for counterdevice2
11:29:18:616	Upload Task event uploaded for counterdevice3
11:29:20:746	Upload Task event uploaded for counterdevice2
11:29:22:629	Upload Task event uploaded for counterdevice3
11:29:24:708	Upload Task event uploaded for counterdevice2
11:29:25:802	Upload Task event uploaded for counterdevice3
11:29:27:871	Upload Task event uploaded for counterdevice2
11:29:28:907	Upload Task event uploaded for counterdevice3
11:29:31:831	Upload Task event uploaded for counterdevice2
11:29:32:892	Upload Task event uploaded for counterdevice3
11:29:35:063	Upload Task event uploaded for counterdevice2
11:29:36:161	Upload Task event uploaded for counterdevice3
11:29:38:298	Upload Task event uploaded for counterdevice2
11:29:39:363	Upload Task event uploaded for counterdevice3
11:29:41:453	Upload Task event uploaded for counterdevice2
11:29:44:329	Upload Task event uploaded for counterdevice3
11:29:47:944	Upload Task event uploaded for counterdevice2
11:29:49:046	Upload Task event uploaded for counterdevice3
11:29:52:603	Upload Task event uploaded for counterdevice2
11:29:53:788	Upload Task event uploaded for counterdevice3
11:29:56:183	Upload Task event uploaded for counterdevice2
11:29:57:257	Upload Task event uploaded for counterdevice3
11:29:59:540	Upload Task event uploaded for counterdevice2
11:30:00:673	Upload Task event uploaded for counterdevice3
11:30:02:841	Upload Task event uploaded for counterdevice2
11:30:03:896	Upload Task event uploaded for counterdevice3
11:30:06:040	Upload Task event uploaded for counterdevice2
11:30:07:121	Upload Task event uploaded for counterdevice3
11:30:09:548	Upload Task event uploaded for counterdevice2
11:30:10:642	Upload Task event uploaded for counterdevice3
11:30:13:062	Upload Task event uploaded for counterdevice2
11:30:14:179	Upload Task event uploaded for counterdevice3
11:30:16:447	Upload Task event uploaded for counterdevice2
11:30:17:520	Upload Task event uploaded for counterdevice3
11:30:19:637	Upload Task event uploaded for counterdevice2
11:30:20:729	Upload Task event uploaded for counterdevice3
11:30:22:892	Upload Task event uploaded for counterdevice2
11:30:24:003	Upload Task event uploaded for counterdevice3
11:30:26:181	Upload Task event uploaded for counterdevice2
11:30:27:283	Upload Task event uploaded for counterdevice3
11:30:29:325	Upload Task event uploaded for counterdevice2
11:30:30:380	Upload Task event uploaded for counterdevice3
11:30:32:418	Upload Task event uploaded for counterdevice2
11:30:33:473	Upload Task event uploaded for counterdevice3
11:30:35:541	Upload Task event uploaded for counterdevice2
11:30:36:697	Upload Task event uploaded for counterdevice3
11:30:38:777	Upload Task event uploaded for counterdevice2
11:30:39:821	Upload Task event uploaded for counterdevice3
11:30:41:909	Upload Task event uploaded for counterdevice2
11:30:42:991	Upload Task event uploaded for counterdevice3
11:30:45:036	Upload Task event uploaded for counterdevice2
11:30:46:091	Upload Task event uploaded for counterdevice3
11:30:48:159	Upload Task event uploaded for counterdevice2
11:30:49:242	Upload Task event uploaded for counterdevice3
11:30:51:393	Upload Task event uploaded for counterdevice2
11:30:52:449	Upload Task event uploaded for counterdevice3
11:30:54:542	Upload Task event uploaded for counterdevice2
11:30:55:631	Upload Task event uploaded for counterdevice3
11:30:57:791	Upload Task event uploaded for counterdevice2
11:30:58:837	Upload Task event uploaded for counterdevice3
11:31:00:877	Upload Task event uploaded for counterdevice2
11:31:01:924	Upload Task event uploaded for counterdevice3
11:31:04:008	Upload Task event uploaded for counterdevice2
11:31:05:033	Upload Task event uploaded for counterdevice3
11:31:07:122	Upload Task event uploaded for counterdevice2
11:31:08:155	Upload Task event uploaded for counterdevice3
11:31:10:232	Upload Task event uploaded for counterdevice2
11:31:11:253	Upload Task event uploaded for counterdevice3
11:31:13:289	Upload Task event uploaded for counterdevice2
11:31:14:333	Upload Task event uploaded for counterdevice3
11:31:16:436	Upload Task event uploaded for counterdevice2
11:31:17:476	Upload Task event uploaded for counterdevice3
11:31:19:525	Upload Task event uploaded for counterdevice2
11:31:20:605	Upload Task event uploaded for counterdevice3
11:31:21:637	Upload Task cancellation request
11:31:21:671	Upload Task completed
