10:18:55:038	Application Starting
10:19:02:599	Upload Task starting
10:19:02:619	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
10:19:03:821	Upload Task event uploaded for counterdevice2
10:19:06:636	Upload Task event uploaded for counterdevice3
10:19:08:793	Upload Task event uploaded for counterdevice2
10:19:09:888	Upload Task event uploaded for counterdevice3
10:19:12:014	Upload Task event uploaded for counterdevice2
10:19:13:125	Upload Task event uploaded for counterdevice3
10:19:15:262	Upload Task event uploaded for counterdevice2
10:19:17:136	Upload Task event uploaded for counterdevice3
10:19:19:436	Upload Task event uploaded for counterdevice2
10:19:20:553	Upload Task event uploaded for counterdevice3
10:19:23:379	Upload Task event uploaded for counterdevice2
10:19:24:421	Upload Task event uploaded for counterdevice3
10:19:26:528	Upload Task event uploaded for counterdevice2
10:19:27:581	Upload Task event uploaded for counterdevice3
10:19:29:607	Upload Task event uploaded for counterdevice2
10:19:30:639	Upload Task event uploaded for counterdevice3
10:19:32:697	Upload Task event uploaded for counterdevice2
10:19:33:733	Upload Task event uploaded for counterdevice3
10:19:35:768	Upload Task event uploaded for counterdevice2
10:19:36:802	Upload Task event uploaded for counterdevice3
10:19:38:880	Upload Task event uploaded for counterdevice2
10:19:39:964	Upload Task event uploaded for counterdevice3
10:19:41:989	Upload Task event uploaded for counterdevice2
10:19:43:078	Upload Task event uploaded for counterdevice3
10:19:45:307	Upload Task event uploaded for counterdevice2
10:19:46:351	Upload Task event uploaded for counterdevice3
10:19:48:411	Upload Task event uploaded for counterdevice2
10:19:49:471	Upload Task event uploaded for counterdevice3
10:19:51:532	Upload Task event uploaded for counterdevice2
10:19:52:563	Upload Task event uploaded for counterdevice3
10:19:54:585	Upload Task event uploaded for counterdevice2
10:19:55:627	Upload Task event uploaded for counterdevice3
10:19:57:711	Upload Task event uploaded for counterdevice2
10:19:58:748	Upload Task event uploaded for counterdevice3
10:20:00:806	Upload Task event uploaded for counterdevice2
10:20:01:887	Upload Task event uploaded for counterdevice3
10:20:03:961	Upload Task event uploaded for counterdevice2
10:20:05:002	Upload Task event uploaded for counterdevice3
10:20:07:133	Upload Task event uploaded for counterdevice2
10:20:08:274	Upload Task event uploaded for counterdevice3
10:20:10:473	Upload Task event uploaded for counterdevice2
10:20:11:939	Upload Task event uploaded for counterdevice3
10:20:15:038	Upload Task event uploaded for counterdevice2
10:20:16:366	Upload Task event uploaded for counterdevice3
10:20:18:624	Upload Task event uploaded for counterdevice2
10:20:19:662	Upload Task event uploaded for counterdevice3
10:20:21:721	Upload Task event uploaded for counterdevice2
10:20:22:807	Upload Task event uploaded for counterdevice3
10:20:24:885	Upload Task event uploaded for counterdevice2
10:20:25:940	Upload Task event uploaded for counterdevice3
10:20:28:071	Upload Task event uploaded for counterdevice2
10:20:29:285	Upload Task event uploaded for counterdevice3
10:20:31:312	Upload Task event uploaded for counterdevice2
10:20:32:365	Upload Task event uploaded for counterdevice3
10:20:34:456	Upload Task event uploaded for counterdevice2
10:20:35:494	Upload Task event uploaded for counterdevice3
10:20:37:534	Upload Task event uploaded for counterdevice2
10:20:38:560	Upload Task event uploaded for counterdevice3
10:20:40:580	Upload Task event uploaded for counterdevice2
10:20:41:636	Upload Task event uploaded for counterdevice3
10:20:43:706	Upload Task event uploaded for counterdevice2
10:20:44:910	Upload Task event uploaded for counterdevice3
10:20:46:985	Upload Task event uploaded for counterdevice2
10:20:48:013	Upload Task event uploaded for counterdevice3
10:20:50:077	Upload Task event uploaded for counterdevice2
10:20:51:139	Upload Task event uploaded for counterdevice3
10:20:53:315	Upload Task event uploaded for counterdevice2
10:20:54:334	Upload Task event uploaded for counterdevice3
10:20:56:382	Upload Task event uploaded for counterdevice2
10:20:57:405	Upload Task event uploaded for counterdevice3
10:20:59:436	Upload Task event uploaded for counterdevice2
10:21:00:505	Upload Task event uploaded for counterdevice3
10:21:02:590	Upload Task event uploaded for counterdevice2
10:21:03:619	Upload Task event uploaded for counterdevice3
10:21:05:674	Upload Task event uploaded for counterdevice2
10:21:06:704	Upload Task event uploaded for counterdevice3
10:21:08:743	Upload Task event uploaded for counterdevice2
10:21:09:791	Upload Task event uploaded for counterdevice3
10:21:11:828	Upload Task event uploaded for counterdevice2
10:21:12:911	Upload Task event uploaded for counterdevice3
10:21:14:960	Upload Task event uploaded for counterdevice2
10:21:16:140	Upload Task event uploaded for counterdevice3
10:21:18:351	Upload Task event uploaded for counterdevice2
10:21:19:573	Upload Task event uploaded for counterdevice3
10:21:21:704	Upload Task event uploaded for counterdevice2
10:21:22:846	Upload Task event uploaded for counterdevice3
10:21:24:066	Upload Task cancellation request
10:21:24:081	Upload Task completed
