14:38:39:139	Application Starting
14:38:42:525	Upload Task starting
14:38:42:543	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
14:38:43:813	Upload Task event uploaded for counter1
14:38:47:042	Upload Task event uploaded for counter2
14:38:48:306	Upload Task event uploaded for counter1
14:38:49:763	Upload Task event uploaded for counter2
14:38:51:204	Upload Task event uploaded for counter34
14:38:52:411	Upload Task event uploaded for counter1
14:38:54:369	Upload Task event uploaded for counter2
14:38:56:204	Upload Task event uploaded for counter34
14:38:57:994	Upload Task event uploaded for counter95
14:38:59:823	Upload Task event uploaded for counter1
14:39:01:155	Upload Task event uploaded for counter2
14:39:03:088	Upload Task event uploaded for counter4
14:39:04:704	Upload Task event uploaded for counter34
14:39:06:299	Upload Task event uploaded for counter51
14:39:08:096	Upload Task event uploaded for counter55
14:39:10:201	Upload Task event uploaded for counter95
14:39:13:157	Upload Task event uploaded for counter1
