15:59:22:507	Application Starting
15:59:25:541	Upload Task starting
15:59:25:553	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:59:26:771	Upload Task event uploaded for counterdevice2
15:59:29:046	Upload Task event uploaded for counterdevice3
15:59:31:061	Upload Task event uploaded for counterdevice2
15:59:32:091	Upload Task event uploaded for counterdevice3
15:59:34:160	Upload Task event uploaded for counterdevice2
15:59:35:186	Upload Task event uploaded for counterdevice3
15:59:37:204	Upload Task event uploaded for counterdevice2
15:59:38:216	Upload Task event uploaded for counterdevice3
15:59:40:239	Upload Task event uploaded for counterdevice2
15:59:41:258	Upload Task event uploaded for counterdevice3
15:59:43:292	Upload Task event uploaded for counterdevice2
15:59:44:301	Upload Task event uploaded for counterdevice3
15:59:46:317	Upload Task event uploaded for counterdevice2
15:59:47:327	Upload Task event uploaded for counterdevice3
15:59:49:392	Upload Task event uploaded for counterdevice2
