10:58:47:707	Application Starting
10:58:53:957	Upload Task starting
10:58:53:983	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
10:58:55:118	Upload Task event uploaded for counterdevice2
10:58:57:667	Upload Task event uploaded for counterdevice3
10:58:58:688	Upload Task event uploaded for counterdevice2
10:58:59:708	Upload Task event uploaded for counterdevice3
10:59:01:736	Upload Task event uploaded for counterdevice2
10:59:02:758	Upload Task event uploaded for counterdevice3
10:59:03:800	Upload Task event uploaded for counterdevice2
10:59:04:849	Upload Task event uploaded for counterdevice3
10:59:06:869	Upload Task event uploaded for counterdevice2
10:59:07:884	Upload Task event uploaded for counterdevice3
