12:42:30:938	Application Starting
12:42:35:060	Upload Task starting
12:42:35:092	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:42:36:255	Upload Task event uploaded for counterdevice2
12:42:38:880	Upload Task event uploaded for counterdevice3
12:42:40:898	Upload Task cancellation request
12:42:40:909	Upload Task completed
12:43:09:260	Upload Task starting
12:43:09:287	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:43:10:308	Upload Task event uploaded for counterdevice2
12:43:11:397	Upload Task event uploaded for counterdevice3
12:43:13:544	Upload Task cancellation request
12:43:13:583	Upload Task completed
12:53:03:827	Upload Task starting
12:53:03:880	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:53:04:909	Upload Task event uploaded for counterdevice2
12:53:06:054	Upload Task event uploaded for counterdevice3
12:53:08:280	Upload Task event uploaded for counterdevice2
12:53:10:323	Upload Task cancellation request
12:53:10:352	Upload Task completed
12:57:07:069	Upload Task starting
12:57:07:084	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:57:08:103	Upload Task event uploaded for counterdevice2
12:57:09:176	Upload Task event uploaded for counterdevice3
12:57:11:247	Upload Task cancellation request
12:57:11:329	Upload Task completed
