21:46:18:296	Application Starting
21:46:32:816	Upload Task starting
21:46:32:830	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:46:34:349	Upload Task event uploaded for counter1
21:46:35:385	Upload Task event uploaded for counter2
21:46:36:396	Upload Task event uploaded for counter1
21:46:37:416	Upload Task event uploaded for counter2
21:46:38:425	Upload Task event uploaded for counter34
21:46:39:434	Upload Task event uploaded for counter1
21:46:40:442	Upload Task event uploaded for counter2
21:46:41:451	Upload Task event uploaded for counter34
21:46:42:460	Upload Task event uploaded for counter95
21:46:43:469	Upload Task event uploaded for counter1
21:46:44:481	Upload Task event uploaded for counter2
21:46:45:488	Upload Task event uploaded for counter4
21:46:46:496	Upload Task event uploaded for counter34
21:46:47:527	Upload Task event uploaded for counter51
21:46:48:539	Upload Task event uploaded for counter55
21:46:49:546	Upload Task event uploaded for counter95
21:46:50:556	Upload Task cancellation request
21:46:50:566	Upload Task completed
