12:07:06:946	Application Starting
12:07:17:328	Upload Task starting
12:07:17:362	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
12:07:18:491	Upload Task event uploaded for counter11/8/2018 0:00
12:07:20:986	Upload Task event uploaded for counter11/8/2018 0:01
12:07:22:296	Upload Task event uploaded for counter11/8/2018 0:02
12:07:23:629	Upload Task event uploaded for counter11/8/2018 0:03
12:07:24:962	Upload Task event uploaded for counter11/8/2018 0:04
12:07:26:383	Upload Task event uploaded for counter11/8/2018 0:05
12:07:27:677	Upload Task event uploaded for counter11/8/2018 0:06
12:07:29:242	Upload Task event uploaded for counter11/8/2018 0:07
12:07:30:654	Upload Task event uploaded for counter11/8/2018 0:08
12:07:31:988	Upload Task event uploaded for counter11/8/2018 0:09
12:07:33:362	Upload Task event uploaded for counter11/8/2018 0:10
12:07:34:731	Upload Task event uploaded for counter11/8/2018 0:11
12:07:36:184	Upload Task event uploaded for counter11/8/2018 0:12
12:07:37:604	Upload Task event uploaded for counter11/8/2018 0:13
12:07:39:223	Upload Task event uploaded for counter11/8/2018 0:14
12:07:40:512	Upload Task event uploaded for counter11/8/2018 0:15
12:07:42:042	Upload Task event uploaded for counter11/8/2018 0:16
12:07:43:535	Upload Task event uploaded for counter11/8/2018 0:17
12:07:44:829	Upload Task event uploaded for counter11/8/2018 0:18
12:07:46:108	Upload Task event uploaded for counter11/8/2018 0:19
12:07:47:360	Upload Task event uploaded for counter11/8/2018 0:20
12:07:48:739	Upload Task event uploaded for counter11/8/2018 0:21
12:07:50:243	Upload Task event uploaded for counter11/8/2018 0:22
12:07:51:708	Upload Task event uploaded for counter11/8/2018 0:23
12:07:54:396	Upload Task event uploaded for counter11/8/2018 0:24
12:07:55:697	Upload Task event uploaded for counter11/8/2018 0:25
12:07:57:147	Upload Task event uploaded for counter11/8/2018 0:26
12:07:59:969	Upload Task event uploaded for counter11/8/2018 0:27
12:08:02:027	Upload Task event uploaded for counter11/8/2018 0:28
12:08:03:417	Upload Task event uploaded for counter11/8/2018 0:29
12:08:04:976	Upload Task event uploaded for counter11/8/2018 0:30
12:08:07:354	Upload Task event uploaded for counter11/8/2018 0:31
12:08:08:691	Upload Task event uploaded for counter11/8/2018 0:32
12:08:10:167	Upload Task event uploaded for counter11/8/2018 0:33
12:08:11:718	Upload Task event uploaded for counter11/8/2018 0:34
12:08:13:028	Upload Task event uploaded for counter11/8/2018 0:35
12:08:14:324	Upload Task event uploaded for counter11/8/2018 0:36
12:08:16:261	Upload Task event uploaded for counter11/8/2018 0:37
12:08:17:585	Upload Task event uploaded for counter11/8/2018 0:38
12:08:18:923	Upload Task event uploaded for counter11/8/2018 0:39
12:08:21:171	Upload Task event uploaded for counter11/8/2018 0:40
12:08:22:490	Upload Task event uploaded for counter11/8/2018 0:41
12:08:24:124	Upload Task event uploaded for counter11/8/2018 0:42
12:08:25:675	Upload Task event uploaded for counter11/8/2018 0:43
12:08:26:951	Upload Task cancellation request
12:08:26:964	Upload Task completed
