15:42:17:646	Application Starting
15:42:22:648	Upload Task starting
15:42:22:658	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:42:23:736	Upload Task event uploaded for counterdevice2
15:42:26:714	Upload Task event uploaded for counterdevice2
15:42:28:763	Upload Task event uploaded for counterdevice2
15:42:30:784	Upload Task event uploaded for counterdevice2
15:42:32:798	Upload Task event uploaded for counterdevice2
15:42:34:830	Upload Task event uploaded for counterdevice2
15:42:36:845	Upload Task event uploaded for counterdevice2
15:42:38:861	Upload Task event uploaded for counterdevice2
15:42:40:873	Upload Task event uploaded for counterdevice2
15:42:42:892	Upload Task event uploaded for counterdevice2
15:42:44:904	Upload Task event uploaded for counterdevice2
15:42:46:919	Upload Task event uploaded for counterdevice2
15:42:48:937	Upload Task event uploaded for counterdevice2
15:42:50:956	Upload Task event uploaded for counterdevice2
15:42:52:980	Upload Task event uploaded for counterdevice2
15:42:54:996	Upload Task event uploaded for counterdevice2
15:42:57:009	Upload Task event uploaded for counterdevice2
15:42:59:065	Upload Task event uploaded for counterdevice2
15:43:01:077	Upload Task event uploaded for counterdevice2
15:43:03:093	Upload Task event uploaded for counterdevice2
15:43:05:109	Upload Task event uploaded for counterdevice2
15:43:07:123	Upload Task event uploaded for counterdevice2
15:43:08:137	Upload Task cancellation request
15:43:08:168	Upload Task completed
15:44:11:073	Upload Task starting
15:44:11:091	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:44:12:107	Upload Task event uploaded for counterdevice2
15:44:14:211	Upload Task event uploaded for counterdevice2
15:44:16:244	Upload Task event uploaded for counterdevice2
15:44:18:279	Upload Task event uploaded for counterdevice2
15:44:20:327	Upload Task event uploaded for counterdevice2
15:44:22:363	Upload Task event uploaded for counterdevice2
15:44:24:454	Upload Task event uploaded for counterdevice2
15:44:25:474	Upload Task cancellation request
15:44:25:492	Upload Task completed
