22:07:46:809	Application Starting
22:07:48:865	Upload Task starting
22:07:48:899	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:07:50:009	Upload Task event uploaded for counterdevice3
22:07:51:942	Upload Task event uploaded for counterdevice1
22:07:53:973	Upload Task event uploaded for counterdevice3
22:07:54:985	Upload Task cancellation request
22:07:54:993	Upload Task completed
22:07:57:768	Upload Task starting
22:07:57:776	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:07:58:784	Upload Task event uploaded for counterdevice3
22:07:59:962	Upload Task cancellation request
22:07:59:978	Upload Task completed
