15:24:56:611	Application Starting
15:24:59:348	Upload Task starting
15:24:59:365	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:25:00:452	Upload Task event uploaded for counterdevice2
15:25:20:414	Upload Task event uploaded for counterdevice2
15:25:22:463	Upload Task event uploaded for counterdevice2
15:25:24:477	Upload Task event uploaded for counterdevice2
15:25:26:488	Upload Task event uploaded for counterdevice2
15:25:28:499	Upload Task event uploaded for counterdevice2
15:25:30:531	Upload Task event uploaded for counterdevice2
15:25:32:551	Upload Task event uploaded for counterdevice2
15:25:34:567	Upload Task event uploaded for counterdevice2
15:25:36:583	Upload Task event uploaded for counterdevice2
15:25:38:595	Upload Task event uploaded for counterdevice2
15:25:40:632	Upload Task event uploaded for counterdevice2
15:25:42:656	Upload Task event uploaded for counterdevice2
15:25:43:689	Upload Task cancellation request
15:25:43:699	Upload Task completed
