16:01:23:726	Application Starting
16:01:29:543	Upload Task starting
16:01:29:553	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
16:01:30:638	Upload Task event uploaded for counterdevice2
16:01:32:790	Upload Task event uploaded for counterdevice3
16:01:34:806	Upload Task event uploaded for counterdevice2
16:01:35:827	Upload Task event uploaded for counterdevice3
16:01:37:847	Upload Task event uploaded for counterdevice2
16:01:38:871	Upload Task event uploaded for counterdevice3
16:01:40:886	Upload Task event uploaded for counterdevice2
16:01:41:905	Upload Task cancellation request
16:01:41:926	Upload Task completed
