12:48:56:828	Application Starting
12:49:01:458	Upload Task starting
12:49:01:469	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:49:02:534	Upload Task event uploaded for counterdevice1
12:49:05:333	Upload Task event uploaded for counterdevice1
12:49:07:475	Upload Task event uploaded for counterdevice1
12:49:09:538	Upload Task event uploaded for counterdevice1
12:49:11:588	Upload Task event uploaded for counterdevice1
12:49:13:626	Upload Task event uploaded for counterdevice1
12:49:15:680	Upload Task event uploaded for counterdevice1
12:49:17:760	Upload Task event uploaded for counterdevice1
12:49:19:800	Upload Task event uploaded for counterdevice1
12:49:21:830	Upload Task event uploaded for counterdevice1
12:49:23:873	Upload Task event uploaded for counterdevice1
12:49:25:907	Upload Task event uploaded for counterdevice1
12:49:27:961	Upload Task event uploaded for counterdevice1
12:49:29:995	Upload Task event uploaded for counterdevice1
12:49:32:026	Upload Task event uploaded for counterdevice1
12:49:34:077	Upload Task event uploaded for counterdevice1
12:49:36:111	Upload Task event uploaded for counterdevice1
12:49:38:150	Upload Task event uploaded for counterdevice1
12:49:40:183	Upload Task event uploaded for counterdevice1
12:49:42:247	Upload Task event uploaded for counterdevice1
12:49:44:297	Upload Task event uploaded for counterdevice1
12:49:46:341	Upload Task event uploaded for counterdevice1
12:49:48:397	Upload Task event uploaded for counterdevice1
12:49:50:456	Upload Task event uploaded for counterdevice1
12:49:52:503	Upload Task event uploaded for counterdevice1
12:49:54:558	Upload Task event uploaded for counterdevice1
12:49:55:600	Upload Task cancellation request
12:49:55:661	Upload Task completed
