21:48:52:227	Application Starting
21:48:54:398	Upload Task starting
21:48:54:405	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:48:55:478	Upload Task event uploaded for counter1
21:48:57:364	Upload Task event uploaded for counter2
21:48:58:492	Upload Task event uploaded for counter1
21:48:59:822	Upload Task event uploaded for counter2
21:49:01:290	Upload Task event uploaded for counter34
21:49:02:669	Upload Task event uploaded for counter1
21:49:03:806	Upload Task event uploaded for counter2
21:49:04:989	Upload Task event uploaded for counter34
21:49:06:397	Upload Task event uploaded for counter95
