10:58:57:847	Application Starting
10:59:01:694	Upload Task starting
10:59:01:705	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
10:59:03:091	Upload Task event uploaded for counter1
10:59:08:273	Upload Task event uploaded for counter2
10:59:09:402	Upload Task event uploaded for counter1
10:59:10:531	Upload Task event uploaded for counter2
10:59:11:653	Upload Task event uploaded for counter34
10:59:12:785	Upload Task event uploaded for counter1
10:59:13:916	Upload Task event uploaded for counter2
10:59:15:035	Upload Task event uploaded for counter34
10:59:16:168	Upload Task event uploaded for counter95
10:59:17:294	Upload Task event uploaded for counter1
10:59:18:418	Upload Task event uploaded for counter2
10:59:19:544	Upload Task event uploaded for counter4
10:59:20:672	Upload Task event uploaded for counter34
10:59:21:860	Upload Task event uploaded for counter51
10:59:22:991	Upload Task event uploaded for counter55
10:59:24:117	Upload Task event uploaded for counter95
10:59:25:245	Upload Task event uploaded for counter1
10:59:26:379	Upload Task event uploaded for counter2
10:59:27:501	Upload Task event uploaded for counter4
10:59:28:630	Upload Task event uploaded for counter34
10:59:29:760	Upload Task event uploaded for counter45
10:59:30:896	Upload Task event uploaded for counter51
10:59:32:029	Upload Task event uploaded for counter55
10:59:33:173	Upload Task event uploaded for counter93
10:59:34:291	Upload Task event uploaded for counter94
10:59:35:420	Upload Task event uploaded for counter95
10:59:36:549	Upload Task event uploaded for counter1
10:59:37:665	Upload Task event uploaded for counter2
10:59:38:831	Upload Task event uploaded for counter4
10:59:39:965	Upload Task event uploaded for counter34
10:59:41:095	Upload Task event uploaded for counter45
10:59:42:247	Upload Task event uploaded for counter51
10:59:43:376	Upload Task event uploaded for counter55
10:59:44:498	Upload Task event uploaded for counter93
10:59:45:622	Upload Task event uploaded for counter94
10:59:46:752	Upload Task event uploaded for counter95
10:59:47:886	Upload Task event uploaded for counter1
10:59:49:014	Upload Task event uploaded for counter2
10:59:50:136	Upload Task event uploaded for counter4
10:59:51:265	Upload Task event uploaded for counter34
10:59:52:412	Upload Task event uploaded for counter45
10:59:53:530	Upload Task event uploaded for counter51
10:59:54:661	Upload Task event uploaded for counter55
10:59:55:787	Upload Task event uploaded for counter93
10:59:56:905	Upload Task event uploaded for counter94
10:59:58:040	Upload Task event uploaded for counter95
10:59:59:164	Upload Task event uploaded for counter1
11:00:00:294	Upload Task event uploaded for counter2
11:00:01:431	Upload Task event uploaded for counter4
11:00:02:561	Upload Task event uploaded for counter23
11:00:03:690	Upload Task event uploaded for counter34
11:00:04:818	Upload Task event uploaded for counter41
11:00:05:947	Upload Task event uploaded for counter45
11:00:07:066	Upload Task event uploaded for counter51
11:00:08:192	Upload Task event uploaded for counter55
11:00:09:330	Upload Task event uploaded for counter62
11:00:10:449	Upload Task event uploaded for counter93
11:00:11:583	Upload Task event uploaded for counter94
11:00:12:710	Upload Task event uploaded for counter95
11:00:13:839	Upload Task event uploaded for counter1
11:00:14:973	Upload Task event uploaded for counter2
11:00:16:092	Upload Task event uploaded for counter4
11:00:17:224	Upload Task event uploaded for counter23
11:00:18:351	Upload Task event uploaded for counter34
11:00:19:483	Upload Task event uploaded for counter41
11:00:20:617	Upload Task event uploaded for counter45
11:00:21:744	Upload Task event uploaded for counter51
11:00:22:864	Upload Task event uploaded for counter55
11:00:23:992	Upload Task event uploaded for counter62
11:00:25:118	Upload Task event uploaded for counter79
11:00:26:235	Upload Task event uploaded for counter93
11:00:27:362	Upload Task event uploaded for counter94
11:00:28:493	Upload Task event uploaded for counter95
11:00:29:618	Upload Task event uploaded for counter1
11:00:30:749	Upload Task event uploaded for counter2
11:00:31:887	Upload Task event uploaded for counter4
11:00:33:019	Upload Task event uploaded for counter23
11:00:34:151	Upload Task event uploaded for counter34
11:00:35:266	Upload Task event uploaded for counter41
11:00:36:382	Upload Task event uploaded for counter45
11:00:37:512	Upload Task event uploaded for counter51
11:00:38:642	Upload Task event uploaded for counter55
11:00:39:769	Upload Task event uploaded for counter62
11:00:40:905	Upload Task event uploaded for counter79
11:00:42:035	Upload Task event uploaded for counter84
11:00:43:177	Upload Task event uploaded for counter93
11:00:44:303	Upload Task event uploaded for counter94
11:00:45:423	Upload Task event uploaded for counter95
11:00:46:549	Upload Task event uploaded for counter1
11:00:47:688	Upload Task event uploaded for counter2
11:00:48:806	Upload Task event uploaded for counter4
11:00:49:940	Upload Task event uploaded for counter23
11:00:51:070	Upload Task event uploaded for counter34
11:00:52:189	Upload Task event uploaded for counter41
11:00:53:320	Upload Task event uploaded for counter45
11:00:54:449	Upload Task event uploaded for counter51
11:00:55:568	Upload Task event uploaded for counter55
11:00:56:700	Upload Task event uploaded for counter62
11:00:57:828	Upload Task event uploaded for counter79
11:00:58:945	Upload Task event uploaded for counter84
