22:36:48:091	Application Starting
22:36:52:249	Upload Task starting
22:36:52:258	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:36:53:319	Upload Task event uploaded for counter1
22:36:55:320	Upload Task event uploaded for counter2
22:36:56:342	Upload Task event uploaded for counter1
22:36:57:364	Upload Task event uploaded for counter2
22:36:58:380	Upload Task event uploaded for counter34
22:36:59:391	Upload Task event uploaded for counter1
22:37:00:403	Upload Task event uploaded for counter2
22:37:01:415	Upload Task event uploaded for counter34
22:37:02:426	Upload Task event uploaded for counter95
22:37:03:437	Upload Task event uploaded for counter1
22:37:04:449	Upload Task event uploaded for counter2
22:37:05:475	Upload Task cancellation request
22:37:05:486	Upload Task completed
