14:07:15:481	Application Starting
14:07:19:915	Upload Task starting
14:07:19:940	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
14:07:21:189	Upload Task event uploaded for counter11/8/2018 0:00
14:07:25:592	Upload Task event uploaded for counter11/8/2018 0:01
14:07:26:937	Upload Task event uploaded for counter11/8/2018 0:02
14:07:28:515	Upload Task event uploaded for counter11/8/2018 0:03
14:07:30:059	Upload Task event uploaded for counter11/8/2018 0:04
14:07:31:371	Upload Task event uploaded for counter11/8/2018 0:05
14:07:32:737	Upload Task event uploaded for counter11/8/2018 0:06
14:07:34:194	Upload Task event uploaded for counter11/8/2018 0:07
14:07:35:569	Upload Task event uploaded for counter11/8/2018 0:08
14:07:36:881	Upload Task event uploaded for counter11/8/2018 0:09
14:07:38:162	Upload Task event uploaded for counter11/8/2018 0:10
14:07:39:545	Upload Task event uploaded for counter11/8/2018 0:11
14:07:41:013	Upload Task event uploaded for counter11/8/2018 0:12
14:07:42:782	Upload Task event uploaded for counter11/8/2018 0:13
14:07:44:101	Upload Task event uploaded for counter11/8/2018 0:14
14:07:45:527	Upload Task event uploaded for counter11/8/2018 0:15
14:07:46:838	Upload Task event uploaded for counter11/8/2018 0:16
14:07:48:870	Upload Task event uploaded for counter11/8/2018 0:17
14:07:50:779	Upload Task event uploaded for counter11/8/2018 0:18
14:07:52:746	Upload Task event uploaded for counter11/8/2018 0:19
14:07:54:037	Upload Task event uploaded for counter11/8/2018 0:20
14:07:55:284	Upload Task event uploaded for counter11/8/2018 0:21
14:07:56:835	Upload Task event uploaded for counter11/8/2018 0:22
14:07:58:264	Upload Task event uploaded for counter11/8/2018 0:23
14:07:59:981	Upload Task event uploaded for counter11/8/2018 0:24
14:08:01:436	Upload Task event uploaded for counter11/8/2018 0:25
14:08:02:715	Upload Task event uploaded for counter11/8/2018 0:26
14:08:04:344	Upload Task event uploaded for counter11/8/2018 0:27
14:08:05:809	Upload Task event uploaded for counter11/8/2018 0:28
14:08:07:556	Upload Task event uploaded for counter11/8/2018 0:29
14:08:08:903	Upload Task event uploaded for counter11/8/2018 0:30
14:08:10:197	Upload Task event uploaded for counter11/8/2018 0:31
14:08:11:806	Upload Task event uploaded for counter11/8/2018 0:32
14:08:13:463	Upload Task event uploaded for counter11/8/2018 0:33
14:08:15:151	Upload Task event uploaded for counter11/8/2018 0:34
14:08:16:422	Upload Task event uploaded for counter11/8/2018 0:35
14:08:17:727	Upload Task event uploaded for counter11/8/2018 0:36
14:08:19:216	Upload Task event uploaded for counter11/8/2018 0:37
14:08:21:418	Upload Task event uploaded for counter11/8/2018 0:38
14:08:22:833	Upload Task event uploaded for counter11/8/2018 0:39
14:08:24:203	Upload Task event uploaded for counter11/8/2018 0:40
14:08:25:487	Upload Task event uploaded for counter11/8/2018 0:41
14:08:27:781	Upload Task cancellation request
14:08:27:796	Upload Task completed
