16:00:46:961	Application Starting
16:00:50:807	Upload Task starting
16:00:50:818	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
16:00:51:912	Upload Task event uploaded for counterdevice2
16:00:53:801	Upload Task event uploaded for counterdevice3
16:00:55:823	Upload Task event uploaded for counterdevice2
16:00:56:833	Upload Task event uploaded for counterdevice3
16:00:58:843	Upload Task event uploaded for counterdevice2
16:00:59:854	Upload Task event uploaded for counterdevice3
16:01:01:878	Upload Task event uploaded for counterdevice2
16:01:02:893	Upload Task event uploaded for counterdevice3
