14:18:11:557	Application Starting
14:21:21:857	Upload Task starting
14:21:21:874	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
14:21:23:039	Upload Task event uploaded for counter11/8/2018 0:00
14:21:25:470	Upload Task event uploaded for counter11/8/2018 0:01
14:21:27:075	Upload Task event uploaded for counter11/8/2018 0:02
14:21:28:710	Upload Task event uploaded for counter11/8/2018 0:03
14:21:30:579	Upload Task event uploaded for counter11/8/2018 0:04
14:21:31:897	Upload Task event uploaded for counter11/8/2018 0:05
14:21:33:231	Upload Task event uploaded for counter11/8/2018 0:06
14:21:34:448	Upload Task event uploaded for counter11/8/2018 0:07
14:21:35:776	Upload Task event uploaded for counter11/8/2018 0:08
14:21:37:085	Upload Task event uploaded for counter11/8/2018 0:09
14:21:38:569	Upload Task event uploaded for counter11/8/2018 0:10
14:21:39:813	Upload Task event uploaded for counter11/8/2018 0:11
14:21:41:086	Upload Task event uploaded for counter11/8/2018 0:12
14:21:42:318	Upload Task event uploaded for counter11/8/2018 0:13
14:21:43:680	Upload Task event uploaded for counter11/8/2018 0:14
14:21:45:253	Upload Task event uploaded for counter11/8/2018 0:15
14:21:46:630	Upload Task event uploaded for counter11/8/2018 0:16
14:21:47:946	Upload Task event uploaded for counter11/8/2018 0:17
14:21:49:187	Upload Task event uploaded for counter11/8/2018 0:18
14:21:50:396	Upload Task event uploaded for counter11/8/2018 0:19
14:21:51:812	Upload Task event uploaded for counter11/8/2018 0:20
14:21:53:608	Upload Task event uploaded for counter11/8/2018 0:21
14:21:55:152	Upload Task event uploaded for counter11/8/2018 0:22
14:21:56:610	Upload Task event uploaded for counter11/8/2018 0:23
14:21:57:992	Upload Task event uploaded for counter11/8/2018 0:24
14:21:59:397	Upload Task event uploaded for counter11/8/2018 0:25
14:22:00:763	Upload Task event uploaded for counter11/8/2018 0:26
14:22:02:294	Upload Task event uploaded for counter11/8/2018 0:27
14:22:03:634	Upload Task event uploaded for counter11/8/2018 0:28
14:22:04:893	Upload Task event uploaded for counter11/8/2018 0:29
14:22:06:220	Upload Task event uploaded for counter11/8/2018 0:30
14:22:07:719	Upload Task event uploaded for counter11/8/2018 0:31
14:22:08:970	Upload Task event uploaded for counter11/8/2018 0:32
14:22:10:397	Upload Task event uploaded for counter11/8/2018 0:33
14:22:11:763	Upload Task event uploaded for counter11/8/2018 0:34
14:22:13:020	Upload Task event uploaded for counter11/8/2018 0:35
14:22:14:304	Upload Task event uploaded for counter11/8/2018 0:36
14:22:15:725	Upload Task event uploaded for counter11/8/2018 0:37
14:22:16:990	Upload Task event uploaded for counter11/8/2018 0:38
14:22:18:446	Upload Task event uploaded for counter11/8/2018 0:39
14:22:19:725	Upload Task event uploaded for counter11/8/2018 0:40
14:22:21:112	Upload Task event uploaded for counter11/8/2018 0:41
14:22:22:371	Upload Task event uploaded for counter11/8/2018 0:42
14:22:23:752	Upload Task event uploaded for counter11/8/2018 0:43
14:22:25:144	Upload Task event uploaded for counter11/8/2018 0:44
14:22:26:670	Upload Task event uploaded for counter11/8/2018 0:45
14:22:27:991	Upload Task event uploaded for counter11/8/2018 0:46
14:22:29:269	Upload Task event uploaded for counter11/8/2018 0:47
14:22:30:582	Upload Task event uploaded for counter11/8/2018 0:48
14:22:32:049	Upload Task event uploaded for counter11/8/2018 0:49
14:22:33:437	Upload Task event uploaded for counter11/8/2018 0:50
14:22:34:819	Upload Task event uploaded for counter11/8/2018 0:51
14:22:36:097	Upload Task event uploaded for counter11/8/2018 0:52
14:22:37:353	Upload Task event uploaded for counter11/8/2018 0:53
14:22:38:647	Upload Task event uploaded for counter11/8/2018 0:54
14:22:40:007	Upload Task event uploaded for counter11/8/2018 0:55
14:22:41:506	Upload Task event uploaded for counter11/8/2018 0:56
14:22:42:834	Upload Task event uploaded for counter11/8/2018 0:57
14:22:44:126	Upload Task event uploaded for counter11/8/2018 0:58
14:22:45:407	Upload Task event uploaded for counter11/8/2018 0:59
14:22:47:783	Upload Task event uploaded for counter11/8/2018 0:00
14:22:49:212	Upload Task event uploaded for counter11/8/2018 0:01
14:22:50:675	Upload Task event uploaded for counter11/8/2018 0:02
14:22:52:120	Upload Task event uploaded for counter11/8/2018 0:03
14:22:53:461	Upload Task event uploaded for counter11/8/2018 0:04
14:22:54:810	Upload Task event uploaded for counter11/8/2018 0:05
14:22:56:176	Upload Task event uploaded for counter11/8/2018 0:06
14:22:57:572	Upload Task event uploaded for counter11/8/2018 0:07
14:22:58:885	Upload Task event uploaded for counter11/8/2018 0:08
14:23:00:279	Upload Task event uploaded for counter11/8/2018 0:09
14:23:01:773	Upload Task event uploaded for counter11/8/2018 0:10
14:23:03:157	Upload Task event uploaded for counter11/8/2018 0:11
14:23:04:434	Upload Task event uploaded for counter11/8/2018 0:12
14:23:05:892	Upload Task event uploaded for counter11/8/2018 0:13
14:23:07:222	Upload Task event uploaded for counter11/8/2018 0:14
14:23:08:480	Upload Task event uploaded for counter11/8/2018 0:15
14:23:09:814	Upload Task event uploaded for counter11/8/2018 0:16
14:23:11:487	Upload Task event uploaded for counter11/8/2018 0:17
14:23:12:893	Upload Task event uploaded for counter11/8/2018 0:18
14:23:14:183	Upload Task event uploaded for counter11/8/2018 0:19
14:23:15:493	Upload Task event uploaded for counter11/8/2018 0:20
14:23:16:833	Upload Task event uploaded for counter11/8/2018 0:21
14:23:18:199	Upload Task event uploaded for counter11/8/2018 0:22
14:23:19:620	Upload Task event uploaded for counter11/8/2018 0:23
14:23:20:961	Upload Task event uploaded for counter11/8/2018 0:24
14:23:22:205	Upload Task event uploaded for counter11/8/2018 0:25
14:23:23:481	Upload Task event uploaded for counter11/8/2018 0:26
14:23:24:922	Upload Task event uploaded for counter11/8/2018 0:27
14:23:26:306	Upload Task event uploaded for counter11/8/2018 0:28
14:23:27:743	Upload Task event uploaded for counter11/8/2018 0:29
14:23:29:086	Upload Task event uploaded for counter11/8/2018 0:30
14:23:30:334	Upload Task event uploaded for counter11/8/2018 0:31
14:23:31:605	Upload Task event uploaded for counter11/8/2018 0:32
14:23:32:930	Upload Task event uploaded for counter11/8/2018 0:33
