14:44:22:808	Application Starting
14:45:30:640	Upload Task starting
14:45:30:645	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\PM_SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
14:45:33:741	Upload Task event uploaded for counter1
14:45:36:952	Upload Task event uploaded for counter2
14:45:38:022	Upload Task event uploaded for counter1
14:45:39:092	Upload Task event uploaded for counter2
14:45:40:166	Upload Task event uploaded for counter34
14:45:41:234	Upload Task event uploaded for counter1
14:45:42:311	Upload Task event uploaded for counter2
14:45:43:379	Upload Task event uploaded for counter34
14:45:44:473	Upload Task event uploaded for counter95
14:45:45:540	Upload Task event uploaded for counter1
14:45:46:612	Upload Task event uploaded for counter2
14:45:47:679	Upload Task event uploaded for counter4
14:45:48:747	Upload Task event uploaded for counter34
14:45:49:812	Upload Task event uploaded for counter51
14:45:50:874	Upload Task event uploaded for counter55
14:45:51:967	Upload Task event uploaded for counter95
14:45:53:042	Upload Task event uploaded for counter1
14:45:54:114	Upload Task event uploaded for counter2
14:45:55:178	Upload Task event uploaded for counter4
14:45:56:253	Upload Task event uploaded for counter34
14:45:57:323	Upload Task event uploaded for counter45
14:45:58:392	Upload Task event uploaded for counter51
14:45:59:456	Upload Task event uploaded for counter55
14:46:00:521	Upload Task event uploaded for counter93
14:46:01:585	Upload Task event uploaded for counter94
14:46:02:651	Upload Task event uploaded for counter95
14:46:03:721	Upload Task event uploaded for counter1
14:46:04:813	Upload Task event uploaded for counter2
14:46:05:878	Upload Task event uploaded for counter4
14:46:07:752	Upload Task event uploaded for counter34
14:46:08:826	Upload Task event uploaded for counter45
14:46:10:221	Upload Task event uploaded for counter51
14:46:11:277	Upload Task event uploaded for counter55
14:46:12:334	Upload Task event uploaded for counter93
14:46:13:399	Upload Task event uploaded for counter94
14:46:14:479	Upload Task event uploaded for counter95
14:46:15:549	Upload Task event uploaded for counter1
14:46:16:615	Upload Task event uploaded for counter2
14:46:17:679	Upload Task event uploaded for counter4
14:46:18:744	Upload Task event uploaded for counter34
14:46:19:812	Upload Task event uploaded for counter45
14:46:20:879	Upload Task event uploaded for counter51
14:46:21:946	Upload Task event uploaded for counter55
14:46:23:012	Upload Task event uploaded for counter93
14:46:24:078	Upload Task event uploaded for counter94
14:46:25:157	Upload Task event uploaded for counter95
14:46:26:228	Upload Task event uploaded for counter1
14:46:27:294	Upload Task event uploaded for counter2
14:46:28:366	Upload Task event uploaded for counter4
14:46:29:433	Upload Task event uploaded for counter23
14:46:30:502	Upload Task event uploaded for counter34
14:46:31:573	Upload Task event uploaded for counter41
14:46:32:642	Upload Task event uploaded for counter45
14:46:33:744	Upload Task event uploaded for counter51
14:46:34:825	Upload Task event uploaded for counter55
14:46:35:890	Upload Task event uploaded for counter62
14:46:36:958	Upload Task event uploaded for counter93
14:46:38:047	Upload Task event uploaded for counter94
14:46:39:111	Upload Task event uploaded for counter95
14:46:40:178	Upload Task event uploaded for counter1
14:46:41:252	Upload Task event uploaded for counter2
14:46:42:322	Upload Task event uploaded for counter4
14:46:43:400	Upload Task event uploaded for counter23
