11:37:06:177	Application Starting
11:37:07:984	Upload Task starting
11:37:07:988	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\TCD\bin\Debug\Data/EXAMNUMERICS.csv
11:37:10:567	Upload Task event uploaded for counter1
11:37:14:343	Upload Task event uploaded for counter2
11:37:15:564	Upload Task event uploaded for counter3
11:37:16:741	Upload Task event uploaded for counter4
11:37:17:902	Upload Task event uploaded for counter5
11:37:18:994	Upload Task event uploaded for counter6
11:37:20:120	Upload Task event uploaded for counter7
11:37:21:247	Upload Task event uploaded for counter8
11:37:22:372	Upload Task event uploaded for counter9
11:37:23:499	Upload Task event uploaded for counter10
11:37:24:625	Upload Task event uploaded for counter11
11:37:25:753	Upload Task event uploaded for counter12
11:37:26:878	Upload Task event uploaded for counter13
11:37:28:004	Upload Task event uploaded for counter14
11:37:29:132	Upload Task event uploaded for counter15
11:37:30:257	Upload Task event uploaded for counter16
11:37:31:383	Upload Task event uploaded for counter17
11:37:32:509	Upload Task event uploaded for counter18
11:37:33:645	Upload Task event uploaded for counter19
11:37:34:762	Upload Task event uploaded for counter20
11:37:35:888	Upload Task event uploaded for counter21
11:37:37:015	Upload Task event uploaded for counter22
11:37:38:142	Upload Task event uploaded for counter23
11:37:39:270	Upload Task event uploaded for counter24
11:37:40:395	Upload Task event uploaded for counter25
11:37:41:521	Upload Task event uploaded for counter26
11:37:42:648	Upload Task event uploaded for counter27
11:37:43:774	Upload Task event uploaded for counter28
11:37:44:900	Upload Task event uploaded for counter29
11:37:46:028	Upload Task event uploaded for counter30
11:37:47:152	Upload Task event uploaded for counter31
11:37:48:279	Upload Task event uploaded for counter32
11:37:49:406	Upload Task event uploaded for counter33
11:37:50:533	Upload Task event uploaded for counter34
11:37:51:659	Upload Task event uploaded for counter35
11:37:52:786	Upload Task event uploaded for counter36
11:37:54:015	Upload Task event uploaded for counter37
11:37:55:144	Upload Task event uploaded for counter38
11:37:56:266	Upload Task event uploaded for counter39
11:37:57:393	Upload Task event uploaded for counter40
11:37:58:519	Upload Task event uploaded for counter41
11:37:59:645	Upload Task event uploaded for counter42
11:38:00:773	Upload Task event uploaded for counter43
11:38:01:899	Upload Task event uploaded for counter44
11:38:03:025	Upload Task event uploaded for counter45
11:38:04:151	Upload Task event uploaded for counter46
11:38:05:278	Upload Task event uploaded for counter47
11:38:06:410	Upload Task event uploaded for counter48
11:38:07:527	Upload Task event uploaded for counter49
11:38:08:652	Upload Task event uploaded for counter50
11:38:09:784	Upload Task event uploaded for counter51
11:38:10:910	Upload Task event uploaded for counter52
11:38:12:036	Upload Task event uploaded for counter53
11:38:13:159	Upload Task event uploaded for counter54
11:38:14:290	Upload Task event uploaded for counter55
11:38:15:415	Upload Task event uploaded for counter56
11:38:16:541	Upload Task event uploaded for counter57
11:38:17:668	Upload Task event uploaded for counter58
11:38:18:794	Upload Task event uploaded for counter59
11:38:19:920	Upload Task event uploaded for counter60
11:38:21:047	Upload Task event uploaded for counter61
11:38:22:175	Upload Task event uploaded for counter62
11:38:23:300	Upload Task event uploaded for counter63
11:38:24:427	Upload Task event uploaded for counter64
11:38:25:553	Upload Task event uploaded for counter65
11:38:26:686	Upload Task event uploaded for counter66
