15:52:05:014	Application Starting
15:52:11:108	Upload Task starting
15:52:11:131	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:52:12:203	Upload Task event uploaded for counterdevice2
15:52:15:057	Upload Task event uploaded for counterdevice2
15:52:17:075	Upload Task event uploaded for counterdevice2
15:52:19:088	Upload Task event uploaded for counterdevice2
15:52:21:104	Upload Task event uploaded for counterdevice2
15:52:23:117	Upload Task event uploaded for counterdevice2
15:52:25:133	Upload Task event uploaded for counterdevice2
15:52:27:298	Upload Task event uploaded for counterdevice2
15:52:29:313	Upload Task event uploaded for counterdevice2
15:52:30:336	Upload Task cancellation request
15:52:30:346	Upload Task completed
