15:42:57:923	Application Starting
15:43:00:949	Upload Task starting
15:43:00:955	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\PM_SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:43:03:817	Upload Task event uploaded for counter1
15:43:07:370	Upload Task event uploaded for counter2
15:43:08:454	Upload Task event uploaded for counter1
15:43:09:523	Upload Task event uploaded for counter2
15:43:10:589	Upload Task event uploaded for counter34
15:43:11:653	Upload Task event uploaded for counter1
15:43:12:717	Upload Task event uploaded for counter2
15:43:13:781	Upload Task event uploaded for counter34
15:43:14:846	Upload Task event uploaded for counter95
15:43:15:911	Upload Task event uploaded for counter1
15:43:16:980	Upload Task event uploaded for counter2
15:43:18:045	Upload Task event uploaded for counter4
15:43:19:118	Upload Task event uploaded for counter34
15:43:20:183	Upload Task event uploaded for counter51
15:43:21:249	Upload Task event uploaded for counter55
15:43:22:313	Upload Task event uploaded for counter95
15:43:23:382	Upload Task event uploaded for counter1
15:43:24:449	Upload Task event uploaded for counter2
15:43:25:899	Upload Task event uploaded for counter4
15:43:26:970	Upload Task event uploaded for counter34
15:43:28:041	Upload Task event uploaded for counter45
15:43:29:162	Upload Task event uploaded for counter51
15:43:30:227	Upload Task event uploaded for counter55
15:43:31:294	Upload Task event uploaded for counter93
15:43:32:362	Upload Task event uploaded for counter94
15:43:33:437	Upload Task event uploaded for counter95
15:43:34:511	Upload Task event uploaded for counter1
15:43:35:574	Upload Task event uploaded for counter2
15:43:36:640	Upload Task event uploaded for counter4
15:43:37:713	Upload Task event uploaded for counter34
15:43:38:792	Upload Task event uploaded for counter45
15:43:39:862	Upload Task event uploaded for counter51
15:43:40:933	Upload Task event uploaded for counter55
15:43:41:997	Upload Task event uploaded for counter93
15:43:43:064	Upload Task event uploaded for counter94
15:43:44:128	Upload Task event uploaded for counter95
15:43:45:195	Upload Task event uploaded for counter1
15:43:46:260	Upload Task event uploaded for counter2
15:43:47:328	Upload Task event uploaded for counter4
15:43:48:391	Upload Task event uploaded for counter34
15:43:49:460	Upload Task event uploaded for counter45
15:43:50:531	Upload Task event uploaded for counter51
15:43:51:590	Upload Task event uploaded for counter55
15:43:52:666	Upload Task event uploaded for counter93
15:43:53:758	Upload Task event uploaded for counter94
15:43:54:845	Upload Task event uploaded for counter95
15:43:55:920	Upload Task event uploaded for counter1
15:43:56:984	Upload Task event uploaded for counter2
15:43:58:061	Upload Task event uploaded for counter4
15:43:59:125	Upload Task event uploaded for counter23
15:44:00:210	Upload Task event uploaded for counter34
15:44:01:276	Upload Task event uploaded for counter41
15:44:02:341	Upload Task event uploaded for counter45
15:44:03:407	Upload Task event uploaded for counter51
15:44:04:472	Upload Task event uploaded for counter55
15:44:05:537	Upload Task event uploaded for counter62
15:44:06:604	Upload Task event uploaded for counter93
15:44:07:678	Upload Task event uploaded for counter94
15:44:08:743	Upload Task event uploaded for counter95
15:44:09:807	Upload Task event uploaded for counter1
15:44:10:881	Upload Task event uploaded for counter2
15:44:11:947	Upload Task event uploaded for counter4
15:44:13:021	Upload Task event uploaded for counter23
15:44:14:086	Upload Task event uploaded for counter34
15:44:15:153	Upload Task event uploaded for counter41
15:44:16:227	Upload Task event uploaded for counter45
15:44:17:297	Upload Task event uploaded for counter51
15:44:18:362	Upload Task event uploaded for counter55
15:44:19:430	Upload Task event uploaded for counter62
15:44:20:496	Upload Task event uploaded for counter79
15:44:21:566	Upload Task event uploaded for counter93
15:44:22:639	Upload Task event uploaded for counter94
15:44:23:706	Upload Task event uploaded for counter95
15:44:24:772	Upload Task event uploaded for counter1
15:44:25:840	Upload Task event uploaded for counter2
15:44:26:904	Upload Task event uploaded for counter4
15:44:27:971	Upload Task event uploaded for counter23
15:44:29:037	Upload Task event uploaded for counter34
15:44:30:104	Upload Task event uploaded for counter41
15:44:31:170	Upload Task event uploaded for counter45
15:44:32:235	Upload Task event uploaded for counter51
15:44:33:304	Upload Task event uploaded for counter55
15:44:34:369	Upload Task event uploaded for counter62
15:44:35:434	Upload Task event uploaded for counter79
15:44:36:498	Upload Task event uploaded for counter84
15:44:37:562	Upload Task event uploaded for counter93
15:44:38:618	Upload Task event uploaded for counter94
15:44:39:675	Upload Task event uploaded for counter95
15:44:40:751	Upload Task event uploaded for counter1
15:44:41:814	Upload Task event uploaded for counter2
15:44:42:898	Upload Task event uploaded for counter4
15:44:43:970	Upload Task event uploaded for counter23
15:44:45:053	Upload Task event uploaded for counter34
15:44:46:120	Upload Task event uploaded for counter41
15:44:47:185	Upload Task event uploaded for counter45
15:44:48:253	Upload Task event uploaded for counter51
15:44:49:318	Upload Task event uploaded for counter55
15:44:50:628	Upload Task event uploaded for counter62
15:44:51:698	Upload Task event uploaded for counter79
15:44:52:765	Upload Task event uploaded for counter84
15:44:53:833	Upload Task event uploaded for counter93
15:44:54:900	Upload Task event uploaded for counter94
15:44:55:966	Upload Task event uploaded for counter95
15:44:57:032	Upload Task event uploaded for counter1
15:44:58:127	Upload Task event uploaded for counter2
15:44:59:195	Upload Task event uploaded for counter4
15:45:00:264	Upload Task event uploaded for counter23
15:45:01:330	Upload Task event uploaded for counter34
15:45:02:397	Upload Task event uploaded for counter41
15:45:03:468	Upload Task event uploaded for counter45
15:45:04:533	Upload Task event uploaded for counter47
15:45:05:597	Upload Task event uploaded for counter51
15:45:06:665	Upload Task event uploaded for counter55
15:45:07:733	Upload Task cancellation request
15:45:07:738	Upload Task completed
