16:07:08:915	Application Starting
16:07:12:881	Upload Task starting
16:07:12:891	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
16:07:13:953	Upload Task event uploaded for counterdevice1
16:07:28:969	Upload Task event uploaded for counterdevice1
16:07:43:088	Upload Task event uploaded for counterdevice1
16:07:57:226	Upload Task event uploaded for counterdevice1
16:08:11:868	Upload Task event uploaded for counterdevice1
16:08:26:188	Upload Task event uploaded for counterdevice1
16:08:43:436	Upload Task event uploaded for counterdevice1
16:08:59:755	Upload Task event uploaded for counterdevice1
16:09:14:226	Upload Task event uploaded for counterdevice1
16:09:28:777	Upload Task event uploaded for counterdevice1
16:09:43:410	Upload Task event uploaded for counterdevice1
16:09:57:896	Upload Task event uploaded for counterdevice1
16:10:12:578	Upload Task event uploaded for counterdevice1
16:10:27:032	Upload Task event uploaded for counterdevice1
16:10:41:652	Upload Task event uploaded for counterdevice1
16:10:55:947	Upload Task event uploaded for counterdevice1
16:11:10:731	Upload Task event uploaded for counterdevice1
16:11:26:216	Upload Task event uploaded for counterdevice1
16:11:40:770	Upload Task event uploaded for counterdevice1
16:11:55:207	Upload Task event uploaded for counterdevice1
16:12:09:586	Upload Task event uploaded for counterdevice1
16:12:24:512	Upload Task event uploaded for counterdevice1
16:12:38:878	Upload Task event uploaded for counterdevice1
16:12:53:343	Upload Task event uploaded for counterdevice1
16:13:07:814	Upload Task event uploaded for counterdevice1
16:13:22:539	Upload Task event uploaded for counterdevice1
16:13:37:173	Upload Task event uploaded for counterdevice1
