13:01:51:804	Application Starting
13:01:56:815	Upload Task starting
13:01:56:824	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:01:57:887	Upload Task event uploaded for counterdevice1
13:02:00:651	Upload Task event uploaded for counterdevice1
13:02:02:699	Upload Task event uploaded for counterdevice1
13:02:04:729	Upload Task event uploaded for counterdevice1
13:02:06:778	Upload Task event uploaded for counterdevice1
13:02:08:815	Upload Task event uploaded for counterdevice1
13:02:10:874	Upload Task cancellation request
13:02:10:881	Upload Task completed
