13:46:16:804	Application Starting
13:46:19:358	Upload Task starting
13:46:19:398	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
13:46:20:664	Upload Task event uploaded for counter11/8/2018 0:00
13:46:24:758	Upload Task event uploaded for counter11/8/2018 0:01
13:46:26:273	Upload Task event uploaded for counter11/8/2018 0:02
13:46:27:530	Upload Task event uploaded for counter11/8/2018 0:03
13:46:28:994	Upload Task event uploaded for counter11/8/2018 0:04
13:46:30:428	Upload Task event uploaded for counter11/8/2018 0:05
13:46:31:772	Upload Task event uploaded for counter11/8/2018 0:06
13:46:33:203	Upload Task event uploaded for counter11/8/2018 0:07
13:46:34:627	Upload Task event uploaded for counter11/8/2018 0:08
13:46:35:932	Upload Task event uploaded for counter11/8/2018 0:09
13:46:37:184	Upload Task event uploaded for counter11/8/2018 0:10
13:46:38:448	Upload Task event uploaded for counter11/8/2018 0:11
13:46:40:006	Upload Task event uploaded for counter11/8/2018 0:12
13:46:41:394	Upload Task event uploaded for counter11/8/2018 0:13
13:46:42:853	Upload Task event uploaded for counter11/8/2018 0:14
13:46:44:145	Upload Task event uploaded for counter11/8/2018 0:15
13:46:45:422	Upload Task event uploaded for counter11/8/2018 0:16
13:46:46:815	Upload Task event uploaded for counter11/8/2018 0:17
13:46:48:129	Upload Task event uploaded for counter11/8/2018 0:18
13:46:49:441	Upload Task event uploaded for counter11/8/2018 0:19
13:46:50:996	Upload Task event uploaded for counter11/8/2018 0:20
13:46:52:435	Upload Task event uploaded for counter11/8/2018 0:21
13:46:53:897	Upload Task event uploaded for counter11/8/2018 0:22
13:46:55:213	Upload Task event uploaded for counter11/8/2018 0:23
13:46:56:488	Upload Task event uploaded for counter11/8/2018 0:24
13:46:58:103	Upload Task event uploaded for counter11/8/2018 0:25
13:46:59:514	Upload Task event uploaded for counter11/8/2018 0:26
13:47:00:861	Upload Task event uploaded for counter11/8/2018 0:27
13:47:02:196	Upload Task event uploaded for counter11/8/2018 0:28
13:47:03:690	Upload Task event uploaded for counter11/8/2018 0:29
13:47:05:095	Upload Task event uploaded for counter11/8/2018 0:30
13:47:06:370	Upload Task event uploaded for counter11/8/2018 0:31
13:47:07:706	Upload Task event uploaded for counter11/8/2018 0:32
13:47:09:163	Upload Task event uploaded for counter11/8/2018 0:33
13:47:10:526	Upload Task event uploaded for counter11/8/2018 0:34
13:47:12:010	Upload Task event uploaded for counter11/8/2018 0:35
13:47:13:456	Upload Task event uploaded for counter11/8/2018 0:36
13:47:14:798	Upload Task event uploaded for counter11/8/2018 0:37
13:47:16:141	Upload Task event uploaded for counter11/8/2018 0:38
13:47:17:662	Upload Task event uploaded for counter11/8/2018 0:39
13:47:19:125	Upload Task event uploaded for counter11/8/2018 0:40
13:47:20:543	Upload Task event uploaded for counter11/8/2018 0:41
13:47:22:066	Upload Task event uploaded for counter11/8/2018 0:42
13:47:23:523	Upload Task event uploaded for counter11/8/2018 0:43
13:47:24:906	Upload Task event uploaded for counter11/8/2018 0:44
13:47:26:378	Upload Task event uploaded for counter11/8/2018 0:45
13:47:27:634	Upload Task event uploaded for counter11/8/2018 0:46
13:47:29:021	Upload Task event uploaded for counter11/8/2018 0:47
13:47:30:429	Upload Task event uploaded for counter11/8/2018 0:48
13:47:31:778	Upload Task event uploaded for counter11/8/2018 0:49
13:47:33:073	Upload Task event uploaded for counter11/8/2018 0:50
13:47:34:448	Upload Task event uploaded for counter11/8/2018 0:51
13:47:35:829	Upload Task event uploaded for counter11/8/2018 0:52
13:47:37:262	Upload Task event uploaded for counter11/8/2018 0:53
13:47:38:579	Upload Task event uploaded for counter11/8/2018 0:54
13:47:40:000	Upload Task event uploaded for counter11/8/2018 0:55
13:47:41:403	Upload Task event uploaded for counter11/8/2018 0:56
13:47:42:831	Upload Task event uploaded for counter11/8/2018 0:57
13:47:44:243	Upload Task event uploaded for counter11/8/2018 0:58
13:47:45:529	Upload Task event uploaded for counter11/8/2018 0:59
13:47:47:921	Upload Task event uploaded for counter11/8/2018 0:00
13:47:49:247	Upload Task event uploaded for counter11/8/2018 0:01
13:47:50:608	Upload Task event uploaded for counter11/8/2018 0:02
13:47:52:017	Upload Task event uploaded for counter11/8/2018 0:03
13:47:53:428	Upload Task event uploaded for counter11/8/2018 0:04
13:47:54:789	Upload Task event uploaded for counter11/8/2018 0:05
13:47:56:434	Upload Task event uploaded for counter11/8/2018 0:06
13:47:57:841	Upload Task event uploaded for counter11/8/2018 0:07
13:47:59:565	Upload Task event uploaded for counter11/8/2018 0:08
13:48:00:990	Upload Task event uploaded for counter11/8/2018 0:09
13:48:02:369	Upload Task event uploaded for counter11/8/2018 0:10
13:48:03:727	Upload Task event uploaded for counter11/8/2018 0:11
13:48:04:993	Upload Task event uploaded for counter11/8/2018 0:12
13:48:06:293	Upload Task event uploaded for counter11/8/2018 0:13
13:48:07:572	Upload Task event uploaded for counter11/8/2018 0:14
13:48:08:868	Upload Task event uploaded for counter11/8/2018 0:15
13:48:10:303	Upload Task event uploaded for counter11/8/2018 0:16
13:48:11:772	Upload Task event uploaded for counter11/8/2018 0:17
13:48:13:060	Upload Task event uploaded for counter11/8/2018 0:18
13:48:14:388	Upload Task event uploaded for counter11/8/2018 0:19
13:48:15:735	Upload Task event uploaded for counter11/8/2018 0:20
13:48:17:056	Upload Task event uploaded for counter11/8/2018 0:21
13:48:18:553	Upload Task event uploaded for counter11/8/2018 0:22
13:48:19:866	Upload Task event uploaded for counter11/8/2018 0:23
13:48:21:132	Upload Task event uploaded for counter11/8/2018 0:24
13:48:22:388	Upload Task event uploaded for counter11/8/2018 0:25
13:48:23:682	Upload Task event uploaded for counter11/8/2018 0:26
13:48:24:948	Upload Task event uploaded for counter11/8/2018 0:27
13:48:26:243	Upload Task event uploaded for counter11/8/2018 0:28
13:48:27:799	Upload Task event uploaded for counter11/8/2018 0:29
13:48:29:187	Upload Task event uploaded for counter11/8/2018 0:30
13:48:30:451	Upload Task event uploaded for counter11/8/2018 0:31
13:48:31:822	Upload Task event uploaded for counter11/8/2018 0:32
13:48:33:106	Upload Task event uploaded for counter11/8/2018 0:33
13:48:34:645	Upload Task event uploaded for counter11/8/2018 0:34
13:48:35:996	Upload Task event uploaded for counter11/8/2018 0:35
13:48:37:421	Upload Task event uploaded for counter11/8/2018 0:36
13:48:38:817	Upload Task event uploaded for counter11/8/2018 0:37
13:48:40:387	Upload Task event uploaded for counter11/8/2018 0:38
13:48:41:702	Upload Task event uploaded for counter11/8/2018 0:39
13:48:42:974	Upload Task event uploaded for counter11/8/2018 0:40
13:48:44:532	Upload Task event uploaded for counter11/8/2018 0:41
13:48:45:852	Upload Task event uploaded for counter11/8/2018 0:42
13:48:47:247	Upload Task event uploaded for counter11/8/2018 0:43
13:48:48:525	Upload Task event uploaded for counter11/8/2018 0:44
13:48:49:785	Upload Task event uploaded for counter11/8/2018 0:45
13:48:51:191	Upload Task event uploaded for counter11/8/2018 0:46
13:48:52:639	Upload Task event uploaded for counter11/8/2018 0:47
13:48:54:183	Upload Task event uploaded for counter11/8/2018 0:48
13:48:55:497	Upload Task event uploaded for counter11/8/2018 0:49
13:48:56:788	Upload Task event uploaded for counter11/8/2018 0:50
13:48:58:117	Upload Task event uploaded for counter11/8/2018 0:51
13:48:59:489	Upload Task event uploaded for counter11/8/2018 0:52
13:49:01:658	Upload Task event uploaded for counter11/8/2018 0:53
13:49:03:294	Upload Task event uploaded for counter11/8/2018 0:54
13:49:04:787	Upload Task event uploaded for counter11/8/2018 0:55
13:49:06:042	Upload Task event uploaded for counter11/8/2018 0:56
13:49:07:461	Upload Task event uploaded for counter11/8/2018 0:57
13:49:08:747	Upload Task event uploaded for counter11/8/2018 0:58
13:49:10:132	Upload Task event uploaded for counter11/8/2018 0:59
13:49:12:604	Upload Task event uploaded for counter11/8/2018 0:00
13:49:14:175	Upload Task event uploaded for counter11/8/2018 0:01
13:49:15:520	Upload Task event uploaded for counter11/8/2018 0:02
13:49:17:007	Upload Task event uploaded for counter11/8/2018 0:03
13:49:18:373	Upload Task event uploaded for counter11/8/2018 0:04
13:49:19:679	Upload Task event uploaded for counter11/8/2018 0:05
13:49:20:955	Upload Task event uploaded for counter11/8/2018 0:06
13:49:22:225	Upload Task event uploaded for counter11/8/2018 0:07
13:49:23:595	Upload Task event uploaded for counter11/8/2018 0:08
13:49:24:854	Upload Task event uploaded for counter11/8/2018 0:09
13:49:26:240	Upload Task event uploaded for counter11/8/2018 0:10
13:49:27:573	Upload Task event uploaded for counter11/8/2018 0:11
13:49:28:831	Upload Task event uploaded for counter11/8/2018 0:12
13:49:30:125	Upload Task event uploaded for counter11/8/2018 0:13
13:49:31:478	Upload Task event uploaded for counter11/8/2018 0:14
13:49:32:900	Upload Task event uploaded for counter11/8/2018 0:15
13:49:34:617	Upload Task event uploaded for counter11/8/2018 0:16
13:49:35:994	Upload Task event uploaded for counter11/8/2018 0:17
13:49:37:880	Upload Task event uploaded for counter11/8/2018 0:18
13:49:39:770	Upload Task event uploaded for counter11/8/2018 0:19
13:49:41:315	Upload Task event uploaded for counter11/8/2018 0:20
13:49:42:738	Upload Task event uploaded for counter11/8/2018 0:21
13:49:44:116	Upload Task event uploaded for counter11/8/2018 0:22
13:49:45:494	Upload Task event uploaded for counter11/8/2018 0:23
13:49:47:225	Upload Task event uploaded for counter11/8/2018 0:24
13:49:48:910	Upload Task event uploaded for counter11/8/2018 0:25
13:49:50:157	Upload Task event uploaded for counter11/8/2018 0:26
13:49:51:608	Upload Task event uploaded for counter11/8/2018 0:27
13:49:52:892	Upload Task event uploaded for counter11/8/2018 0:28
13:49:54:409	Upload Task event uploaded for counter11/8/2018 0:29
13:49:55:841	Upload Task event uploaded for counter11/8/2018 0:30
13:49:57:337	Upload Task event uploaded for counter11/8/2018 0:31
13:49:58:651	Upload Task event uploaded for counter11/8/2018 0:32
13:50:00:169	Upload Task event uploaded for counter11/8/2018 0:33
13:50:01:450	Upload Task event uploaded for counter11/8/2018 0:34
13:50:03:257	Upload Task event uploaded for counter11/8/2018 0:35
13:50:04:773	Upload Task event uploaded for counter11/8/2018 0:36
13:50:06:289	Upload Task event uploaded for counter11/8/2018 0:37
13:50:09:116	Upload Task event uploaded for counter11/8/2018 0:38
13:50:10:828	Upload Task event uploaded for counter11/8/2018 0:39
13:50:12:218	Upload Task event uploaded for counter11/8/2018 0:40
13:50:13:687	Upload Task event uploaded for counter11/8/2018 0:41
13:50:15:526	Upload Task event uploaded for counter11/8/2018 0:42
13:50:17:397	Upload Task event uploaded for counter11/8/2018 0:43
13:50:18:750	Upload Task event uploaded for counter11/8/2018 0:44
13:50:20:247	Upload Task event uploaded for counter11/8/2018 0:45
13:50:21:586	Upload Task event uploaded for counter11/8/2018 0:46
13:50:23:382	Upload Task event uploaded for counter11/8/2018 0:47
13:50:24:936	Upload Task event uploaded for counter11/8/2018 0:48
13:50:26:696	Upload Task event uploaded for counter11/8/2018 0:49
13:50:28:333	Upload Task event uploaded for counter11/8/2018 0:50
13:50:29:618	Upload Task event uploaded for counter11/8/2018 0:51
13:50:31:209	Upload Task event uploaded for counter11/8/2018 0:52
13:50:32:706	Upload Task event uploaded for counter11/8/2018 0:53
13:50:34:343	Upload Task event uploaded for counter11/8/2018 0:54
13:50:35:720	Upload Task event uploaded for counter11/8/2018 0:55
13:50:37:221	Upload Task event uploaded for counter11/8/2018 0:56
13:50:39:048	Upload Task event uploaded for counter11/8/2018 0:57
13:50:40:545	Upload Task event uploaded for counter11/8/2018 0:58
13:50:42:292	Upload Task event uploaded for counter11/8/2018 0:59
13:50:44:761	Upload Task event uploaded for counter11/8/2018 0:00
13:50:50:543	Upload Task event uploaded for counter11/8/2018 0:01
13:50:51:971	Upload Task event uploaded for counter11/8/2018 0:02
13:50:53:582	Upload Task event uploaded for counter11/8/2018 0:03
13:50:54:930	Upload Task event uploaded for counter11/8/2018 0:04
13:50:56:202	Upload Task event uploaded for counter11/8/2018 0:05
13:50:57:865	Upload Task event uploaded for counter11/8/2018 0:06
13:51:00:588	Upload Task event uploaded for counter11/8/2018 0:07
13:51:02:452	Upload Task event uploaded for counter11/8/2018 0:08
13:51:04:999	Upload Task event uploaded for counter11/8/2018 0:09
13:51:06:583	Upload Task event uploaded for counter11/8/2018 0:10
13:51:08:028	Upload Task event uploaded for counter11/8/2018 0:11
13:51:09:546	Upload Task event uploaded for counter11/8/2018 0:12
