22:45:46:634	Application Starting
22:45:50:244	Upload Task starting
22:45:50:252	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:45:51:335	Upload Task event uploaded for counter1
22:45:53:047	Upload Task event uploaded for counter2
22:45:54:060	Upload Task event uploaded for counter1
22:45:55:071	Upload Task event uploaded for counter2
22:45:56:082	Upload Task event uploaded for counter34
22:45:57:093	Upload Task event uploaded for counter1
22:45:58:104	Upload Task event uploaded for counter2
22:45:59:118	Upload Task event uploaded for counter34
22:46:00:135	Upload Task cancellation request
22:46:00:141	Upload Task completed
