21:49:37:181	Application Starting
21:49:41:296	Upload Task starting
21:49:41:306	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:49:42:377	Upload Task event uploaded for counterdevice1
21:49:57:210	Upload Task event uploaded for counterdevice1
21:50:10:377	Upload Task cancellation request
21:50:10:389	Upload Task completed
21:50:37:008	Upload Task starting
21:50:37:018	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:50:38:028	Upload Task event uploaded for counterdevice1
21:50:52:324	Upload Task event uploaded for counterdevice1
