15:01:44:851	Application Starting
15:01:49:028	Upload Task starting
15:01:49:036	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:01:50:105	Upload Task event uploaded for counterdevice1
15:02:04:960	Upload Task event uploaded for counterdevice1
15:02:19:010	Upload Task event uploaded for counterdevice1
15:02:33:090	Upload Task event uploaded for counterdevice1
15:02:47:185	Upload Task event uploaded for counterdevice1
15:03:01:242	Upload Task event uploaded for counterdevice1
15:03:15:316	Upload Task event uploaded for counterdevice1
15:03:29:393	Upload Task event uploaded for counterdevice1
15:03:43:479	Upload Task event uploaded for counterdevice1
15:03:57:541	Upload Task event uploaded for counterdevice1
15:04:11:625	Upload Task event uploaded for counterdevice1
15:04:25:685	Upload Task event uploaded for counterdevice1
15:04:38:749	Upload Task cancellation request
15:04:38:759	Upload Task completed
