13:15:40:881	Application Starting
13:15:48:711	Upload Task starting
13:15:48:725	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:15:49:814	Upload Task event uploaded for counterdevice1
13:16:05:816	Upload Task event uploaded for counterdevice1
13:16:22:184	Upload Task event uploaded for counterdevice1
13:16:37:702	Upload Task event uploaded for counterdevice1
13:16:53:144	Upload Task event uploaded for counterdevice1
13:17:09:381	Upload Task event uploaded for counterdevice1
13:17:24:809	Upload Task event uploaded for counterdevice1
13:17:41:240	Upload Task event uploaded for counterdevice1
13:17:56:350	Upload Task event uploaded for counterdevice1
13:18:11:011	Upload Task event uploaded for counterdevice1
13:18:25:877	Upload Task event uploaded for counterdevice1
13:18:40:864	Upload Task event uploaded for counterdevice1
13:18:55:533	Upload Task event uploaded for counterdevice1
13:19:12:245	Upload Task event uploaded for counterdevice1
13:19:28:957	Upload Task event uploaded for counterdevice1
13:19:43:237	Upload Task event uploaded for counterdevice1
13:19:58:014	Upload Task event uploaded for counterdevice1
