14:09:00:705	Application Starting
14:09:09:147	Upload Task starting
14:09:09:167	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
14:09:10:245	Upload Task event uploaded for counterdevice2
14:09:12:414	Upload Task event uploaded for counterdevice3
14:09:14:428	Upload Task event uploaded for counterdevice2
14:09:15:459	Upload Task event uploaded for counterdevice3
14:09:17:473	Upload Task event uploaded for counterdevice2
14:09:18:499	Upload Task event uploaded for counterdevice3
14:09:20:512	Upload Task event uploaded for counterdevice2
14:09:21:527	Upload Task event uploaded for counterdevice3
14:09:23:543	Upload Task event uploaded for counterdevice2
14:09:24:577	Upload Task event uploaded for counterdevice3
14:09:26:610	Upload Task event uploaded for counterdevice2
14:09:27:628	Upload Task event uploaded for counterdevice3
14:09:29:654	Upload Task event uploaded for counterdevice2
14:09:30:666	Upload Task cancellation request
14:09:30:679	Upload Task completed
