22:07:46:412	Application Starting
22:07:48:710	Upload Task starting
22:07:48:741	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:07:49:842	Upload Task event uploaded for counterdevice1
22:08:04:961	Upload Task event uploaded for counterdevice1
22:08:19:035	Upload Task event uploaded for counterdevice1
22:08:33:210	Upload Task event uploaded for counterdevice1
22:08:47:350	Upload Task event uploaded for counterdevice1
22:09:00:518	Upload Task cancellation request
22:09:00:530	Upload Task completed
22:09:17:546	Upload Task starting
22:09:17:555	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:09:18:566	Upload Task event uploaded for counterdevice1
