15:58:14:933	Application Starting
15:58:19:115	Upload Task starting
15:58:19:124	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:58:20:240	Upload Task event uploaded for counterdevice2
15:58:22:347	Upload Task event uploaded for counterdevice3
15:58:24:357	Upload Task event uploaded for counterdevice2
15:58:25:370	Upload Task event uploaded for counterdevice3
15:58:27:378	Upload Task event uploaded for counterdevice2
15:58:28:388	Upload Task event uploaded for counterdevice3
15:58:30:400	Upload Task event uploaded for counterdevice2
15:58:31:412	Upload Task event uploaded for counterdevice3
15:58:33:422	Upload Task cancellation request
15:58:33:435	Upload Task completed
