15:04:41:680	Application Starting
15:04:46:824	Upload Task starting
15:04:46:833	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
15:04:47:922	Upload Task event uploaded for counter11/8/2018 0:00
15:04:50:391	Upload Task event uploaded for counter11/8/2018 0:01
15:04:51:628	Upload Task event uploaded for counter11/8/2018 0:02
15:04:52:976	Upload Task event uploaded for counter11/8/2018 0:03
15:04:54:197	Upload Task event uploaded for counter11/8/2018 0:04
15:04:55:523	Upload Task event uploaded for counter11/8/2018 0:05
15:04:56:803	Upload Task event uploaded for counter11/8/2018 0:06
15:04:58:567	Upload Task event uploaded for counter11/8/2018 0:07
15:04:59:908	Upload Task event uploaded for counter11/8/2018 0:08
15:05:02:631	Upload Task event uploaded for counter11/8/2018 0:09
15:05:04:219	Upload Task event uploaded for counter11/8/2018 0:10
15:05:05:848	Upload Task event uploaded for counter11/8/2018 0:11
15:05:07:133	Upload Task event uploaded for counter11/8/2018 0:12
15:05:08:884	Upload Task event uploaded for counter11/8/2018 0:13
15:05:10:273	Upload Task event uploaded for counter11/8/2018 0:14
15:05:11:627	Upload Task event uploaded for counter11/8/2018 0:15
15:05:13:417	Upload Task event uploaded for counter11/8/2018 0:16
15:05:14:868	Upload Task event uploaded for counter11/8/2018 0:17
15:05:16:222	Upload Task event uploaded for counter11/8/2018 0:18
15:05:17:551	Upload Task event uploaded for counter11/8/2018 0:19
15:05:18:948	Upload Task event uploaded for counter11/8/2018 0:20
15:05:20:399	Upload Task event uploaded for counter11/8/2018 0:21
15:05:21:997	Upload Task event uploaded for counter11/8/2018 0:22
15:05:23:339	Upload Task event uploaded for counter11/8/2018 0:23
15:05:24:762	Upload Task event uploaded for counter11/8/2018 0:24
15:05:26:148	Upload Task event uploaded for counter11/8/2018 0:25
15:05:28:525	Upload Task event uploaded for counter11/8/2018 0:26
15:05:30:205	Upload Task event uploaded for counter11/8/2018 0:27
15:05:31:561	Upload Task event uploaded for counter11/8/2018 0:28
15:05:34:267	Upload Task event uploaded for counter11/8/2018 0:29
15:05:40:865	Upload Task event uploaded for counter11/8/2018 0:30
15:05:42:362	Upload Task event uploaded for counter11/8/2018 0:31
15:05:43:789	Upload Task event uploaded for counter11/8/2018 0:32
15:05:46:305	Upload Task event uploaded for counter11/8/2018 0:33
15:05:49:153	Upload Task event uploaded for counter11/8/2018 0:34
15:05:52:102	Upload Task event uploaded for counter11/8/2018 0:35
15:05:55:118	Upload Task event uploaded for counter11/8/2018 0:36
15:05:57:489	Upload Task event uploaded for counter11/8/2018 0:37
15:05:59:882	Upload Task event uploaded for counter11/8/2018 0:38
15:06:01:999	Upload Task event uploaded for counter11/8/2018 0:39
15:06:03:544	Upload Task event uploaded for counter11/8/2018 0:40
15:06:05:594	Upload Task event uploaded for counter11/8/2018 0:41
15:06:07:365	Upload Task event uploaded for counter11/8/2018 0:42
15:06:08:979	Upload Task event uploaded for counter11/8/2018 0:43
15:06:10:304	Upload Task cancellation request
15:06:10:322	Upload Task completed
