21:37:43:436	Application Starting
21:37:58:770	Upload Task starting
21:37:58:780	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:37:59:858	Upload Task event uploaded for counterdevice2
21:38:01:861	Upload Task event uploaded for counterdevice3
21:38:03:904	Upload Task event uploaded for counterdevice2
21:38:04:925	Upload Task event uploaded for counterdevice3
21:38:05:946	Upload Task cancellation request
21:38:05:956	Upload Task completed
21:48:28:936	Upload Task starting
21:48:28:954	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:48:29:972	Upload Task event uploaded for counterdevice2
21:48:31:066	Upload Task event uploaded for counterdevice3
21:48:32:101	Upload Task cancellation request
21:48:32:117	Upload Task completed
