12:22:32:199	Application Starting
12:22:42:950	Upload Task starting
12:22:42:980	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:22:44:459	Upload Task event uploaded for counter1
12:22:51:760	Upload Task event uploaded for counter2
12:22:52:987	Upload Task event uploaded for counter1
12:22:54:221	Upload Task event uploaded for counter2
12:22:55:484	Upload Task event uploaded for counter34
12:22:56:787	Upload Task event uploaded for counter1
12:22:58:005	Upload Task event uploaded for counter2
12:22:59:234	Upload Task event uploaded for counter34
12:23:00:405	Upload Task event uploaded for counter95
12:23:01:778	Upload Task event uploaded for counter1
12:23:03:096	Upload Task event uploaded for counter2
12:23:04:548	Upload Task event uploaded for counter4
12:23:05:898	Upload Task event uploaded for counter34
12:23:07:118	Upload Task event uploaded for counter51
12:23:08:355	Upload Task event uploaded for counter55
12:23:09:507	Upload Task event uploaded for counter95
12:23:10:659	Upload Task event uploaded for counter1
12:23:11:929	Upload Task event uploaded for counter2
12:23:13:157	Upload Task event uploaded for counter4
12:23:14:359	Upload Task event uploaded for counter34
12:23:15:514	Upload Task event uploaded for counter45
12:23:16:742	Upload Task event uploaded for counter51
12:23:17:894	Upload Task event uploaded for counter55
12:23:19:098	Upload Task event uploaded for counter93
12:23:20:326	Upload Task event uploaded for counter94
12:23:21:556	Upload Task event uploaded for counter95
12:23:22:717	Upload Task event uploaded for counter1
12:23:23:911	Upload Task event uploaded for counter2
12:23:25:245	Upload Task event uploaded for counter4
12:23:26:386	Upload Task event uploaded for counter34
12:23:27:597	Upload Task event uploaded for counter45
12:23:28:831	Upload Task event uploaded for counter51
12:23:30:070	Upload Task event uploaded for counter55
12:23:31:283	Upload Task event uploaded for counter93
12:23:32:426	Upload Task event uploaded for counter94
12:23:33:642	Upload Task event uploaded for counter95
12:23:34:892	Upload Task event uploaded for counter1
12:23:36:586	Upload Task event uploaded for counter2
12:23:37:838	Upload Task event uploaded for counter4
12:23:40:090	Upload Task event uploaded for counter34
12:23:41:318	Upload Task event uploaded for counter45
12:23:42:552	Upload Task event uploaded for counter51
12:23:43:869	Upload Task event uploaded for counter55
12:23:45:047	Upload Task event uploaded for counter93
12:23:46:233	Upload Task event uploaded for counter94
12:23:47:463	Upload Task event uploaded for counter95
12:23:48:692	Upload Task event uploaded for counter1
12:23:49:971	Upload Task event uploaded for counter2
12:23:51:251	Upload Task event uploaded for counter4
12:23:52:495	Upload Task event uploaded for counter23
12:23:53:710	Upload Task event uploaded for counter34
12:23:54:889	Upload Task event uploaded for counter41
12:23:56:065	Upload Task event uploaded for counter45
12:23:57:292	Upload Task event uploaded for counter51
12:23:58:437	Upload Task event uploaded for counter55
12:23:59:674	Upload Task event uploaded for counter62
12:24:00:895	Upload Task event uploaded for counter93
12:24:02:034	Upload Task event uploaded for counter94
12:24:03:233	Upload Task event uploaded for counter95
12:24:04:398	Upload Task event uploaded for counter1
12:24:05:589	Upload Task event uploaded for counter2
12:24:06:819	Upload Task event uploaded for counter4
12:24:08:044	Upload Task event uploaded for counter23
12:24:09:274	Upload Task event uploaded for counter34
12:24:10:429	Upload Task event uploaded for counter41
12:24:11:628	Upload Task event uploaded for counter45
12:24:12:960	Upload Task event uploaded for counter51
12:24:14:207	Upload Task event uploaded for counter55
12:24:15:417	Upload Task event uploaded for counter62
12:24:16:578	Upload Task event uploaded for counter79
