14:48:09:309	Application Starting
14:48:25:877	Upload Task starting
14:48:25:894	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
14:48:27:116	Upload Task event uploaded for counter1
14:48:32:901	Upload Task event uploaded for counter2
14:48:34:057	Upload Task event uploaded for counter1
14:48:35:182	Upload Task event uploaded for counter2
14:48:36:307	Upload Task event uploaded for counter34
14:48:37:470	Upload Task event uploaded for counter1
14:48:38:606	Upload Task event uploaded for counter2
14:48:39:743	Upload Task event uploaded for counter34
14:48:40:879	Upload Task event uploaded for counter95
14:48:42:010	Upload Task event uploaded for counter1
14:48:43:145	Upload Task event uploaded for counter2
14:48:44:277	Upload Task event uploaded for counter4
14:48:45:423	Upload Task event uploaded for counter34
14:48:46:618	Upload Task event uploaded for counter51
14:48:47:778	Upload Task event uploaded for counter55
14:48:48:908	Upload Task event uploaded for counter95
14:48:50:044	Upload Task event uploaded for counter1
14:48:51:181	Upload Task event uploaded for counter2
14:48:52:336	Upload Task event uploaded for counter4
14:48:53:457	Upload Task event uploaded for counter34
14:48:54:581	Upload Task event uploaded for counter45
14:48:55:711	Upload Task event uploaded for counter51
14:48:56:855	Upload Task event uploaded for counter55
14:48:57:986	Upload Task event uploaded for counter93
14:48:59:121	Upload Task event uploaded for counter94
14:49:00:247	Upload Task event uploaded for counter95
14:49:01:376	Upload Task event uploaded for counter1
14:49:02:506	Upload Task event uploaded for counter2
14:49:03:646	Upload Task event uploaded for counter4
14:49:04:777	Upload Task event uploaded for counter34
14:49:05:913	Upload Task event uploaded for counter45
14:49:07:042	Upload Task event uploaded for counter51
14:49:08:175	Upload Task event uploaded for counter55
14:49:09:312	Upload Task event uploaded for counter93
14:49:10:482	Upload Task event uploaded for counter94
14:49:11:622	Upload Task event uploaded for counter95
14:49:12:764	Upload Task event uploaded for counter1
14:49:13:894	Upload Task event uploaded for counter2
14:49:15:036	Upload Task event uploaded for counter4
14:49:16:181	Upload Task event uploaded for counter34
14:49:17:318	Upload Task event uploaded for counter45
14:49:18:446	Upload Task event uploaded for counter51
14:49:19:603	Upload Task event uploaded for counter55
14:49:20:760	Upload Task event uploaded for counter93
14:49:21:889	Upload Task event uploaded for counter94
14:49:23:024	Upload Task event uploaded for counter95
14:49:24:179	Upload Task event uploaded for counter1
14:49:25:315	Upload Task event uploaded for counter2
14:49:26:460	Upload Task event uploaded for counter4
14:49:27:590	Upload Task event uploaded for counter23
14:49:28:753	Upload Task event uploaded for counter34
14:49:29:880	Upload Task event uploaded for counter41
14:49:31:017	Upload Task event uploaded for counter45
14:49:32:155	Upload Task event uploaded for counter51
14:49:33:302	Upload Task event uploaded for counter55
14:49:34:434	Upload Task event uploaded for counter62
14:49:35:562	Upload Task event uploaded for counter93
14:49:36:682	Upload Task event uploaded for counter94
14:49:37:830	Upload Task event uploaded for counter95
14:49:38:981	Upload Task event uploaded for counter1
14:49:40:130	Upload Task event uploaded for counter2
14:49:41:266	Upload Task event uploaded for counter4
14:49:42:387	Upload Task event uploaded for counter23
14:49:43:508	Upload Task event uploaded for counter34
14:49:44:643	Upload Task event uploaded for counter41
14:49:45:809	Upload Task event uploaded for counter45
14:49:46:951	Upload Task event uploaded for counter51
14:49:48:106	Upload Task event uploaded for counter55
14:49:49:239	Upload Task event uploaded for counter62
14:49:50:384	Upload Task event uploaded for counter79
14:49:51:535	Upload Task event uploaded for counter93
14:49:52:658	Upload Task event uploaded for counter94
14:49:53:814	Upload Task event uploaded for counter95
14:49:54:975	Upload Task event uploaded for counter1
14:49:56:114	Upload Task event uploaded for counter2
14:49:57:262	Upload Task event uploaded for counter4
14:49:58:412	Upload Task event uploaded for counter23
14:49:59:570	Upload Task event uploaded for counter34
14:50:00:710	Upload Task event uploaded for counter41
