13:21:51:424	Application Starting
13:21:55:764	Upload Task starting
13:21:55:786	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:21:57:193	Upload Task event uploaded for counter1
13:22:01:074	Upload Task event uploaded for counter2
13:22:02:150	Upload Task event uploaded for counter1
13:22:03:229	Upload Task event uploaded for counter2
13:22:04:303	Upload Task event uploaded for counter34
13:22:05:388	Upload Task event uploaded for counter1
13:22:06:454	Upload Task event uploaded for counter2
13:22:07:524	Upload Task event uploaded for counter34
13:22:08:598	Upload Task event uploaded for counter95
13:22:09:679	Upload Task event uploaded for counter1
13:22:10:774	Upload Task event uploaded for counter2
13:22:11:856	Upload Task event uploaded for counter4
13:22:12:925	Upload Task event uploaded for counter34
13:22:14:004	Upload Task event uploaded for counter51
13:22:15:082	Upload Task event uploaded for counter55
13:22:16:273	Upload Task event uploaded for counter95
13:22:17:350	Upload Task event uploaded for counter1
13:22:18:431	Upload Task event uploaded for counter2
13:22:19:506	Upload Task event uploaded for counter4
13:22:20:580	Upload Task event uploaded for counter34
13:22:21:646	Upload Task event uploaded for counter45
13:22:22:715	Upload Task event uploaded for counter51
13:22:23:796	Upload Task event uploaded for counter55
13:22:24:869	Upload Task event uploaded for counter93
13:22:25:945	Upload Task event uploaded for counter94
13:22:27:071	Upload Task event uploaded for counter95
13:22:28:138	Upload Task event uploaded for counter1
13:22:29:230	Upload Task event uploaded for counter2
13:22:30:429	Upload Task event uploaded for counter4
13:22:31:501	Upload Task event uploaded for counter34
13:22:32:578	Upload Task event uploaded for counter45
13:22:33:650	Upload Task event uploaded for counter51
13:22:34:715	Upload Task event uploaded for counter55
13:22:35:792	Upload Task event uploaded for counter93
13:22:36:869	Upload Task event uploaded for counter94
13:22:37:938	Upload Task event uploaded for counter95
13:22:39:013	Upload Task event uploaded for counter1
13:22:40:089	Upload Task event uploaded for counter2
13:22:41:179	Upload Task event uploaded for counter4
13:22:42:264	Upload Task event uploaded for counter34
13:22:43:355	Upload Task event uploaded for counter45
13:22:44:433	Upload Task event uploaded for counter51
13:22:45:517	Upload Task event uploaded for counter55
13:22:46:596	Upload Task event uploaded for counter93
13:22:47:671	Upload Task event uploaded for counter94
13:22:48:754	Upload Task event uploaded for counter95
13:22:49:829	Upload Task event uploaded for counter1
13:22:50:923	Upload Task event uploaded for counter2
13:22:52:017	Upload Task event uploaded for counter4
13:22:53:080	Upload Task event uploaded for counter23
13:22:54:154	Upload Task event uploaded for counter34
13:22:56:034	Upload Task event uploaded for counter41
13:22:57:100	Upload Task event uploaded for counter45
13:22:58:203	Upload Task event uploaded for counter51
13:22:59:279	Upload Task event uploaded for counter55
13:23:00:345	Upload Task event uploaded for counter62
13:23:01:441	Upload Task event uploaded for counter93
13:23:02:515	Upload Task event uploaded for counter94
13:23:03:580	Upload Task event uploaded for counter95
13:23:04:658	Upload Task event uploaded for counter1
13:23:05:731	Upload Task event uploaded for counter2
13:23:06:797	Upload Task event uploaded for counter4
13:23:07:878	Upload Task event uploaded for counter23
13:23:08:955	Upload Task event uploaded for counter34
13:23:10:031	Upload Task event uploaded for counter41
13:23:11:128	Upload Task event uploaded for counter45
13:23:12:195	Upload Task event uploaded for counter51
13:23:13:257	Upload Task event uploaded for counter55
13:23:14:332	Upload Task event uploaded for counter62
13:23:15:407	Upload Task event uploaded for counter79
13:23:16:501	Upload Task event uploaded for counter93
13:23:17:588	Upload Task event uploaded for counter94
13:23:18:658	Upload Task event uploaded for counter95
13:23:19:737	Upload Task event uploaded for counter1
13:23:20:824	Upload Task event uploaded for counter2
13:23:21:892	Upload Task event uploaded for counter4
13:23:22:969	Upload Task event uploaded for counter23
13:23:24:051	Upload Task event uploaded for counter34
13:23:25:121	Upload Task event uploaded for counter41
13:23:26:196	Upload Task event uploaded for counter45
13:23:27:270	Upload Task event uploaded for counter51
13:23:28:338	Upload Task event uploaded for counter55
13:23:29:412	Upload Task event uploaded for counter62
