16:02:57:712	Application Starting
16:03:03:643	Upload Task starting
16:03:03:652	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
16:03:04:731	Upload Task event uploaded for counterdevice2
16:03:06:956	Upload Task event uploaded for counterdevice3
16:03:08:971	Upload Task event uploaded for counterdevice2
16:03:09:989	Upload Task event uploaded for counterdevice3
16:03:12:016	Upload Task event uploaded for counterdevice2
16:03:13:033	Upload Task event uploaded for counterdevice3
16:03:14:049	Upload Task cancellation request
16:03:14:061	Upload Task completed
