22:02:31:908	Application Starting
22:02:43:406	Upload Task starting
22:02:43:417	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:02:44:483	Upload Task event uploaded for counterdevice3
22:02:46:294	Upload Task event uploaded for counterdevice1
22:02:48:307	Upload Task event uploaded for counterdevice3
22:02:49:317	Upload Task event uploaded for counterdevice1
22:02:51:329	Upload Task event uploaded for counterdevice3
22:02:52:341	Upload Task event uploaded for counterdevice1
22:02:54:354	Upload Task event uploaded for counterdevice3
22:02:55:364	Upload Task cancellation request
22:02:55:371	Upload Task completed
