11:02:43:058	Application Starting
11:02:44:447	Upload Task starting
11:02:44:451	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\TCD\bin\Debug\Data/EXAMNUMERICS.csv
11:06:45:620	Upload Task event uploaded for counter1
11:07:27:064	Upload Task event uploaded for counter2
11:07:39:090	Upload Task event uploaded for counter3
11:07:40:793	Upload Task event uploaded for counter4
11:07:43:012	Upload Task event uploaded for counter5
11:07:44:099	Upload Task event uploaded for counter6
11:07:45:202	Upload Task event uploaded for counter7
11:07:46:334	Upload Task event uploaded for counter8
11:07:47:458	Upload Task event uploaded for counter9
11:07:48:583	Upload Task event uploaded for counter10
11:07:49:709	Upload Task event uploaded for counter11
11:07:50:835	Upload Task cancellation request
11:07:50:842	Upload Task completed
