10:47:44:251	Application Starting
10:48:05:374	Upload Task starting
10:48:05:375	Data File: C:\Users\tylerc\Documents\Visual Studio 2013\Projects\TCD\bin\Debug\Data/EXAMNUMERICS.csv
10:48:08:339	Upload Task event uploaded for counter1
10:48:13:793	Upload Task event uploaded for counter2
10:48:16:701	Upload Task event uploaded for counter3
10:48:19:925	Upload Task event uploaded for counter4
10:48:25:227	Upload Task event uploaded for counter5
10:48:26:308	Upload Task event uploaded for counter6
10:48:27:391	Upload Task event uploaded for counter7
10:48:28:465	Upload Task event uploaded for counter8
10:48:29:555	Upload Task event uploaded for counter9
10:48:30:629	Upload Task event uploaded for counter10
10:48:31:699	Upload Task event uploaded for counter11
10:48:32:819	Upload Task event uploaded for counter12
10:48:33:898	Upload Task event uploaded for counter13
10:48:34:996	Upload Task event uploaded for counter14
10:48:36:083	Upload Task event uploaded for counter15
10:48:37:177	Upload Task event uploaded for counter16
10:48:38:271	Upload Task event uploaded for counter17
10:48:39:877	Upload Task event uploaded for counter18
10:48:40:963	Upload Task event uploaded for counter19
10:48:42:045	Upload Task event uploaded for counter20
10:48:43:121	Upload Task event uploaded for counter21
10:48:44:201	Upload Task event uploaded for counter22
10:48:45:274	Upload Task event uploaded for counter23
10:48:46:335	Upload Task event uploaded for counter24
10:48:47:417	Upload Task event uploaded for counter25
10:48:48:510	Upload Task event uploaded for counter26
10:48:49:583	Upload Task event uploaded for counter27
10:48:50:726	Upload Task event uploaded for counter28
10:48:51:895	Upload Task event uploaded for counter29
10:48:52:977	Upload Task event uploaded for counter30
10:48:54:049	Upload Task event uploaded for counter31
10:48:55:136	Upload Task event uploaded for counter32
10:48:56:210	Upload Task event uploaded for counter33
10:48:57:281	Upload Task event uploaded for counter34
10:48:58:358	Upload Task event uploaded for counter35
10:48:59:445	Upload Task event uploaded for counter36
10:49:00:527	Upload Task event uploaded for counter37
10:49:01:603	Upload Task event uploaded for counter38
10:49:02:759	Upload Task event uploaded for counter39
10:49:03:846	Upload Task event uploaded for counter40
10:49:04:922	Upload Task event uploaded for counter41
10:49:06:006	Upload Task event uploaded for counter42
10:49:07:080	Upload Task event uploaded for counter43
10:49:08:158	Upload Task event uploaded for counter44
10:49:09:250	Upload Task event uploaded for counter45
10:49:10:426	Upload Task event uploaded for counter46
10:49:11:498	Upload Task event uploaded for counter47
10:49:12:601	Upload Task event uploaded for counter48
10:49:13:691	Upload Task event uploaded for counter49
10:49:14:770	Upload Task event uploaded for counter50
10:49:15:856	Upload Task event uploaded for counter51
10:49:16:936	Upload Task event uploaded for counter52
10:49:18:006	Upload Task event uploaded for counter53
10:49:19:071	Upload Task event uploaded for counter54
10:49:20:138	Upload Task event uploaded for counter55
10:49:21:206	Upload Task event uploaded for counter56
10:49:22:271	Upload Task event uploaded for counter57
10:49:23:359	Upload Task event uploaded for counter58
10:49:24:443	Upload Task event uploaded for counter59
10:49:25:520	Upload Task event uploaded for counter60
10:49:26:606	Upload Task event uploaded for counter61
10:49:27:673	Upload Task event uploaded for counter62
10:49:28:749	Upload Task event uploaded for counter63
10:49:29:840	Upload Task event uploaded for counter64
10:49:30:928	Upload Task event uploaded for counter65
10:49:32:027	Upload Task event uploaded for counter66
10:49:33:109	Upload Task event uploaded for counter67
10:49:34:204	Upload Task event uploaded for counter68
10:49:35:276	Upload Task event uploaded for counter69
10:49:36:351	Upload Task event uploaded for counter70
10:49:37:429	Upload Task event uploaded for counter71
10:49:38:491	Upload Task event uploaded for counter72
10:49:39:574	Upload Task event uploaded for counter73
10:49:40:654	Upload Task event uploaded for counter74
10:49:41:729	Upload Task event uploaded for counter75
10:49:42:817	Upload Task event uploaded for counter76
10:49:43:910	Upload Task event uploaded for counter77
10:49:44:998	Upload Task event uploaded for counter78
10:49:46:080	Upload Task event uploaded for counter79
10:49:47:162	Upload Task event uploaded for counter80
10:49:48:260	Upload Task event uploaded for counter81
10:49:49:344	Upload Task event uploaded for counter82
10:49:50:409	Upload Task event uploaded for counter83
10:49:51:484	Upload Task event uploaded for counter84
10:49:52:574	Upload Task event uploaded for counter85
10:49:53:641	Upload Task event uploaded for counter86
10:49:54:707	Upload Task event uploaded for counter87
10:49:55:810	Upload Task event uploaded for counter88
10:49:56:874	Upload Task event uploaded for counter89
10:49:57:964	Upload Task event uploaded for counter90
10:49:59:028	Upload Task event uploaded for counter91
10:50:00:120	Upload Task event uploaded for counter92
10:50:01:320	Upload Task event uploaded for counter93
10:50:02:397	Upload Task event uploaded for counter94
10:50:03:463	Upload Task event uploaded for counter95
10:50:04:528	Upload Task event uploaded for counter96
10:50:05:623	Upload Task event uploaded for counter97
10:50:07:116	Upload Task event uploaded for counter98
10:50:08:176	Upload Task event uploaded for counter99
10:50:09:257	Upload Task event uploaded for counter100
10:50:10:335	Upload Task event uploaded for counter101
10:50:11:395	Upload Task event uploaded for counter102
10:50:12:477	Upload Task event uploaded for counter103
10:50:13:547	Upload Task event uploaded for counter104
10:50:14:618	Upload Task event uploaded for counter105
10:50:15:695	Upload Task event uploaded for counter106
10:50:16:790	Upload Task event uploaded for counter107
10:50:17:858	Upload Task event uploaded for counter108
10:50:18:948	Upload Task event uploaded for counter109
10:50:20:035	Upload Task event uploaded for counter110
10:50:21:115	Upload Task event uploaded for counter111
10:50:22:196	Upload Task event uploaded for counter112
10:50:23:272	Upload Task event uploaded for counter113
10:50:24:355	Upload Task event uploaded for counter114
10:50:25:429	Upload Task event uploaded for counter115
10:50:26:509	Upload Task event uploaded for counter116
10:50:27:660	Upload Task event uploaded for counter117
10:50:28:728	Upload Task event uploaded for counter118
10:50:29:810	Upload Task event uploaded for counter119
10:50:30:894	Upload Task event uploaded for counter120
10:50:31:975	Upload Task event uploaded for counter121
10:50:33:055	Upload Task event uploaded for counter122
10:50:34:128	Upload Task event uploaded for counter123
10:50:35:209	Upload Task event uploaded for counter124
10:50:36:299	Upload Task event uploaded for counter125
10:50:37:891	Upload Task event uploaded for counter126
10:50:39:001	Upload Task event uploaded for counter127
10:50:40:079	Upload Task event uploaded for counter128
10:50:41:488	Upload Task event uploaded for counter129
10:50:42:658	Upload Task event uploaded for counter130
10:50:43:741	Upload Task event uploaded for counter131
10:50:44:824	Upload Task event uploaded for counter132
10:50:45:898	Upload Task event uploaded for counter133
10:50:46:983	Upload Task event uploaded for counter134
10:50:48:175	Upload Task event uploaded for counter135
10:50:49:259	Upload Task event uploaded for counter136
10:50:50:343	Upload Task event uploaded for counter137
10:50:51:432	Upload Task event uploaded for counter138
10:50:52:610	Upload Task event uploaded for counter139
10:50:53:705	Upload Task event uploaded for counter140
10:50:54:877	Upload Task event uploaded for counter141
10:50:55:960	Upload Task event uploaded for counter142
10:50:57:055	Upload Task event uploaded for counter143
10:50:58:112	Upload Task event uploaded for counter144
10:50:59:259	Upload Task event uploaded for counter145
10:51:00:390	Upload Task event uploaded for counter146
10:51:01:524	Upload Task event uploaded for counter147
10:51:02:601	Upload Task event uploaded for counter148
10:51:03:691	Upload Task event uploaded for counter149
10:51:04:814	Upload Task event uploaded for counter150
10:51:05:879	Upload Task event uploaded for counter151
10:51:06:973	Upload Task event uploaded for counter152
10:51:08:051	Upload Task event uploaded for counter153
10:51:09:117	Upload Task event uploaded for counter154
10:51:10:191	Upload Task event uploaded for counter155
10:51:11:269	Upload Task event uploaded for counter156
10:51:12:351	Upload Task event uploaded for counter157
10:51:13:431	Upload Task event uploaded for counter158
10:51:14:861	Upload Task event uploaded for counter159
10:51:15:995	Upload Task event uploaded for counter160
10:51:17:065	Upload Task event uploaded for counter161
10:51:18:192	Upload Task event uploaded for counter162
10:51:19:275	Upload Task event uploaded for counter163
10:51:20:361	Upload Task event uploaded for counter164
10:51:21:444	Upload Task event uploaded for counter165
10:51:22:529	Upload Task event uploaded for counter166
10:51:23:590	Upload Task event uploaded for counter167
10:51:24:680	Upload Task event uploaded for counter168
10:51:25:805	Upload Task event uploaded for counter169
10:51:26:878	Upload Task event uploaded for counter170
10:51:27:965	Upload Task event uploaded for counter171
10:51:29:028	Upload Task event uploaded for counter172
10:51:30:110	Upload Task event uploaded for counter173
10:51:31:195	Upload Task event uploaded for counter174
10:51:32:270	Upload Task event uploaded for counter175
10:51:33:339	Upload Task event uploaded for counter176
10:51:34:428	Upload Task event uploaded for counter177
10:51:35:515	Upload Task event uploaded for counter178
