13:04:01:764	Application Starting
13:04:06:173	Upload Task starting
13:04:06:187	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:04:07:357	Upload Task event uploaded for counter1
13:04:08:377	Upload Task event uploaded for counter2
13:04:09:386	Upload Task event uploaded for counter1
13:04:10:396	Upload Task event uploaded for counter2
13:04:11:416	Upload Task event uploaded for counter34
13:04:12:425	Upload Task event uploaded for counter1
13:04:13:448	Upload Task event uploaded for counter2
13:04:14:457	Upload Task event uploaded for counter34
13:04:15:486	Upload Task event uploaded for counter95
13:04:16:504	Upload Task event uploaded for counter1
13:04:17:514	Upload Task event uploaded for counter2
13:04:18:524	Upload Task event uploaded for counter4
13:04:19:531	Upload Task event uploaded for counter34
