14:34:47:363	Application Starting
14:36:00:817	Upload Task starting
14:36:00:914	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
14:36:02:889	Upload Task event uploaded for counter11/8/2018 0:00
14:36:16:153	Upload Task event uploaded for counter11/8/2018 0:01
14:36:18:763	Upload Task event uploaded for counter11/8/2018 0:02
14:36:20:358	Upload Task event uploaded for counter11/8/2018 0:03
14:36:21:807	Upload Task event uploaded for counter11/8/2018 0:04
14:36:23:453	Upload Task event uploaded for counter11/8/2018 0:05
14:36:24:997	Upload Task event uploaded for counter11/8/2018 0:06
14:36:27:171	Upload Task event uploaded for counter11/8/2018 0:07
14:36:29:249	Upload Task event uploaded for counter11/8/2018 0:08
14:36:32:714	Upload Task event uploaded for counter11/8/2018 0:09
14:36:35:960	Upload Task event uploaded for counter11/8/2018 0:10
14:36:37:645	Upload Task event uploaded for counter11/8/2018 0:11
14:36:39:096	Upload Task event uploaded for counter11/8/2018 0:12
14:36:40:794	Upload Task event uploaded for counter11/8/2018 0:13
14:36:42:504	Upload Task event uploaded for counter11/8/2018 0:14
14:36:46:211	Upload Task event uploaded for counter11/8/2018 0:15
14:36:48:184	Upload Task event uploaded for counter11/8/2018 0:16
14:36:49:667	Upload Task event uploaded for counter11/8/2018 0:17
14:36:51:033	Upload Task event uploaded for counter11/8/2018 0:18
14:36:52:450	Upload Task event uploaded for counter11/8/2018 0:19
14:36:53:818	Upload Task event uploaded for counter11/8/2018 0:20
14:36:55:238	Upload Task event uploaded for counter11/8/2018 0:21
14:36:56:923	Upload Task event uploaded for counter11/8/2018 0:22
14:36:58:299	Upload Task event uploaded for counter11/8/2018 0:23
14:36:59:560	Upload Task event uploaded for counter11/8/2018 0:24
14:37:00:817	Upload Task event uploaded for counter11/8/2018 0:25
14:37:02:083	Upload Task event uploaded for counter11/8/2018 0:26
14:37:03:371	Upload Task event uploaded for counter11/8/2018 0:27
14:37:04:656	Upload Task event uploaded for counter11/8/2018 0:28
14:37:05:965	Upload Task event uploaded for counter11/8/2018 0:29
14:37:07:209	Upload Task event uploaded for counter11/8/2018 0:30
14:37:08:665	Upload Task event uploaded for counter11/8/2018 0:31
14:37:09:943	Upload Task event uploaded for counter11/8/2018 0:32
14:37:11:382	Upload Task event uploaded for counter11/8/2018 0:33
14:37:12:768	Upload Task event uploaded for counter11/8/2018 0:34
14:37:14:140	Upload Task event uploaded for counter11/8/2018 0:35
14:37:15:405	Upload Task event uploaded for counter11/8/2018 0:36
14:37:16:882	Upload Task event uploaded for counter11/8/2018 0:37
14:37:18:229	Upload Task event uploaded for counter11/8/2018 0:38
14:37:19:595	Upload Task event uploaded for counter11/8/2018 0:39
14:37:20:880	Upload Task event uploaded for counter11/8/2018 0:40
14:37:22:172	Upload Task event uploaded for counter11/8/2018 0:41
14:37:23:429	Upload Task event uploaded for counter11/8/2018 0:42
14:37:24:863	Upload Task event uploaded for counter11/8/2018 0:43
14:37:26:440	Upload Task event uploaded for counter11/8/2018 0:44
14:37:27:748	Upload Task event uploaded for counter11/8/2018 0:45
14:37:29:032	Upload Task event uploaded for counter11/8/2018 0:46
14:37:30:286	Upload Task event uploaded for counter11/8/2018 0:47
14:37:31:703	Upload Task event uploaded for counter11/8/2018 0:48
14:37:32:966	Upload Task event uploaded for counter11/8/2018 0:49
14:37:34:349	Upload Task event uploaded for counter11/8/2018 0:50
14:37:35:614	Upload Task event uploaded for counter11/8/2018 0:51
14:37:37:030	Upload Task event uploaded for counter11/8/2018 0:52
14:37:38:406	Upload Task event uploaded for counter11/8/2018 0:53
14:37:39:699	Upload Task event uploaded for counter11/8/2018 0:54
14:37:40:931	Upload Task event uploaded for counter11/8/2018 0:55
14:37:42:399	Upload Task event uploaded for counter11/8/2018 0:56
14:37:43:716	Upload Task event uploaded for counter11/8/2018 0:57
14:37:45:012	Upload Task event uploaded for counter11/8/2018 0:58
14:37:46:278	Upload Task event uploaded for counter11/8/2018 0:59
14:37:48:597	Upload Task event uploaded for counter11/8/2018 0:00
14:37:49:913	Upload Task event uploaded for counter11/8/2018 0:01
14:37:51:343	Upload Task event uploaded for counter11/8/2018 0:02
14:37:52:843	Upload Task event uploaded for counter11/8/2018 0:03
14:37:54:189	Upload Task event uploaded for counter11/8/2018 0:04
14:37:55:431	Upload Task event uploaded for counter11/8/2018 0:05
14:37:56:810	Upload Task event uploaded for counter11/8/2018 0:06
14:37:58:398	Upload Task event uploaded for counter11/8/2018 0:07
14:37:59:805	Upload Task event uploaded for counter11/8/2018 0:08
14:38:01:510	Upload Task event uploaded for counter11/8/2018 0:09
14:38:02:967	Upload Task event uploaded for counter11/8/2018 0:10
14:38:05:226	Upload Task event uploaded for counter11/8/2018 0:11
14:38:07:472	Upload Task event uploaded for counter11/8/2018 0:12
14:38:08:799	Upload Task event uploaded for counter11/8/2018 0:13
14:38:11:762	Upload Task event uploaded for counter11/8/2018 0:14
14:38:13:187	Upload Task event uploaded for counter11/8/2018 0:15
14:38:14:461	Upload Task event uploaded for counter11/8/2018 0:16
14:38:15:932	Upload Task event uploaded for counter11/8/2018 0:17
14:38:17:380	Upload Task event uploaded for counter11/8/2018 0:18
14:38:18:712	Upload Task event uploaded for counter11/8/2018 0:19
14:38:20:244	Upload Task event uploaded for counter11/8/2018 0:20
14:38:21:725	Upload Task event uploaded for counter11/8/2018 0:21
14:38:23:213	Upload Task event uploaded for counter11/8/2018 0:22
14:38:24:599	Upload Task event uploaded for counter11/8/2018 0:23
14:38:26:075	Upload Task event uploaded for counter11/8/2018 0:24
