11:07:26:025	Application Starting
11:07:31:616	Upload Task starting
11:07:31:685	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/Noble_ASA_Simulated.csv
11:07:33:076	Upload Task event uploaded for counter11/8/2018 0:00
11:07:36:895	Upload Task event uploaded for counter11/8/2018 0:01
11:07:39:007	Upload Task event uploaded for counter11/8/2018 0:02
11:07:40:589	Upload Task event uploaded for counter11/8/2018 0:03
11:07:42:100	Upload Task event uploaded for counter11/8/2018 0:04
11:07:43:587	Upload Task event uploaded for counter11/8/2018 0:05
11:07:45:568	Upload Task event uploaded for counter11/8/2018 0:06
11:07:47:253	Upload Task event uploaded for counter11/8/2018 0:07
11:07:48:971	Upload Task event uploaded for counter11/8/2018 0:08
11:07:50:458	Upload Task event uploaded for counter11/8/2018 0:09
11:07:52:383	Upload Task event uploaded for counter11/8/2018 0:10
11:07:54:298	Upload Task event uploaded for counter11/8/2018 0:11
11:07:56:136	Upload Task event uploaded for counter11/8/2018 0:12
11:07:58:017	Upload Task event uploaded for counter11/8/2018 0:13
11:07:59:561	Upload Task event uploaded for counter11/8/2018 0:14
11:08:01:488	Upload Task event uploaded for counter11/8/2018 0:15
11:08:03:035	Upload Task event uploaded for counter11/8/2018 0:16
11:08:04:614	Upload Task event uploaded for counter11/8/2018 0:17
11:08:06:247	Upload Task event uploaded for counter11/8/2018 0:18
11:08:07:705	Upload Task event uploaded for counter11/8/2018 0:19
11:08:09:260	Upload Task event uploaded for counter11/8/2018 0:20
11:08:10:856	Upload Task event uploaded for counter11/8/2018 0:21
11:08:12:473	Upload Task event uploaded for counter11/8/2018 0:22
11:08:14:072	Upload Task cancellation request
11:08:14:091	Upload Task completed
