11:24:28:368	Application Starting
11:25:21:912	Upload Task starting
11:25:21:929	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
11:25:23:059	Upload Task event uploaded for counterdevice2
11:25:25:995	Upload Task event uploaded for counterdevice3
11:25:28:109	Upload Task event uploaded for counterdevice2
11:25:29:167	Upload Task event uploaded for counterdevice3
11:25:31:210	Upload Task event uploaded for counterdevice2
11:25:32:264	Upload Task event uploaded for counterdevice3
11:25:34:335	Upload Task event uploaded for counterdevice2
11:25:35:406	Upload Task event uploaded for counterdevice3
11:25:37:451	Upload Task cancellation request
11:25:37:470	Upload Task completed
