21:49:53:047	Application Starting
21:50:00:295	Upload Task starting
21:50:00:312	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
21:50:01:573	Upload Task event uploaded for counterdevice2
21:50:03:706	Upload Task event uploaded for counterdevice3
21:50:05:742	Upload Task event uploaded for counterdevice2
21:50:06:765	Upload Task event uploaded for counterdevice3
21:50:07:780	Upload Task cancellation request
21:50:07:794	Upload Task completed
22:10:41:552	Upload Task starting
22:10:41:567	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
22:10:42:579	Upload Task event uploaded for counterdevice2
22:10:43:738	Upload Task event uploaded for counterdevice3
22:10:45:782	Upload Task event uploaded for counterdevice2
22:10:46:903	Upload Task event uploaded for counterdevice3
22:10:49:085	Upload Task event uploaded for counterdevice2
22:10:50:102	Upload Task event uploaded for counterdevice3
22:10:52:165	Upload Task event uploaded for counterdevice2
22:10:53:795	Upload Task event uploaded for counterdevice3
22:10:55:880	Upload Task event uploaded for counterdevice2
22:10:56:920	Upload Task cancellation request
22:10:56:982	Upload Task completed
