10:48:37:889	Application Starting
10:48:45:153	Upload Task starting
10:48:45:177	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
10:48:46:307	Upload Task event uploaded for counterdevice2
10:48:49:242	Upload Task event uploaded for counterdevice3
10:48:50:270	Upload Task event uploaded for counterdevice2
10:48:51:309	Upload Task event uploaded for counterdevice3
10:48:53:345	Upload Task event uploaded for counterdevice2
10:48:54:421	Upload Task event uploaded for counterdevice3
10:48:55:455	Upload Task event uploaded for counterdevice2
10:48:56:530	Upload Task event uploaded for counterdevice3
10:48:58:617	Upload Task event uploaded for counterdevice2
10:48:59:698	Upload Task event uploaded for counterdevice3
10:49:00:743	Upload Task event uploaded for counterdevice2
10:49:01:784	Upload Task event uploaded for counterdevice3
10:49:03:817	Upload Task event uploaded for counterdevice2
10:49:04:870	Upload Task event uploaded for counterdevice3
10:49:05:893	Upload Task event uploaded for counterdevice2
10:49:06:927	Upload Task event uploaded for counterdevice3
10:49:08:962	Upload Task event uploaded for counterdevice2
10:49:10:081	Upload Task event uploaded for counterdevice3
10:49:11:239	Upload Task event uploaded for counterdevice2
10:49:12:302	Upload Task event uploaded for counterdevice3
10:49:14:375	Upload Task event uploaded for counterdevice2
10:49:15:398	Upload Task event uploaded for counterdevice3
10:49:16:447	Upload Task event uploaded for counterdevice2
10:49:17:467	Upload Task event uploaded for counterdevice3
10:49:19:508	Upload Task cancellation request
10:49:19:545	Upload Task completed
