12:49:01:641	Application Starting
12:49:05:863	Upload Task starting
12:49:05:872	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
12:49:07:326	Upload Task event uploaded for counter1
12:49:12:232	Upload Task event uploaded for counter2
12:49:13:376	Upload Task event uploaded for counter1
12:49:14:511	Upload Task event uploaded for counter2
12:49:15:644	Upload Task event uploaded for counter34
12:49:16:796	Upload Task event uploaded for counter1
12:49:17:927	Upload Task event uploaded for counter2
12:49:19:067	Upload Task event uploaded for counter34
12:49:20:192	Upload Task event uploaded for counter95
12:49:21:328	Upload Task event uploaded for counter1
12:49:22:458	Upload Task cancellation request
12:49:22:465	Upload Task completed
13:06:18:973	Upload Task starting
13:06:19:000	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:06:20:009	Upload Task event uploaded for counter1
