15:51:29:438	Application Starting
15:51:34:935	Upload Task starting
15:51:34:946	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
15:51:36:026	Upload Task event uploaded for counterdevice2
15:51:37:971	Upload Task event uploaded for counterdevice3
15:51:39:985	Upload Task event uploaded for counterdevice2
15:51:40:996	Upload Task event uploaded for counterdevice3
15:51:43:007	Upload Task event uploaded for counterdevice2
15:51:44:017	Upload Task event uploaded for counterdevice3
15:51:46:027	Upload Task event uploaded for counterdevice2
15:51:47:035	Upload Task cancellation request
15:51:47:043	Upload Task completed
