13:58:46:931	Application Starting
13:58:51:284	Upload Task starting
13:58:51:309	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Debug\Data/aircraftdemo_input_v4.csv
13:58:52:707	Upload Task event uploaded for counter1
13:58:57:887	Upload Task event uploaded for counter2
13:58:59:018	Upload Task event uploaded for counter1
13:59:00:140	Upload Task event uploaded for counter2
13:59:01:276	Upload Task event uploaded for counter34
13:59:02:403	Upload Task event uploaded for counter1
13:59:03:534	Upload Task event uploaded for counter2
13:59:04:667	Upload Task event uploaded for counter34
13:59:05:794	Upload Task event uploaded for counter95
13:59:06:920	Upload Task event uploaded for counter1
13:59:08:055	Upload Task event uploaded for counter2
13:59:09:183	Upload Task event uploaded for counter4
13:59:10:315	Upload Task event uploaded for counter34
13:59:11:443	Upload Task event uploaded for counter51
13:59:12:563	Upload Task event uploaded for counter55
13:59:13:679	Upload Task event uploaded for counter95
13:59:14:811	Upload Task event uploaded for counter1
13:59:15:939	Upload Task event uploaded for counter2
13:59:17:074	Upload Task event uploaded for counter4
13:59:18:207	Upload Task event uploaded for counter34
13:59:19:383	Upload Task event uploaded for counter45
13:59:20:614	Upload Task event uploaded for counter51
13:59:21:746	Upload Task event uploaded for counter55
13:59:22:897	Upload Task event uploaded for counter93
13:59:24:081	Upload Task event uploaded for counter94
13:59:25:231	Upload Task event uploaded for counter95
13:59:26:366	Upload Task event uploaded for counter1
13:59:27:492	Upload Task event uploaded for counter2
13:59:28:618	Upload Task event uploaded for counter4
13:59:29:737	Upload Task event uploaded for counter34
13:59:30:873	Upload Task event uploaded for counter45
13:59:32:021	Upload Task event uploaded for counter51
13:59:33:153	Upload Task event uploaded for counter55
13:59:34:284	Upload Task event uploaded for counter93
13:59:35:413	Upload Task event uploaded for counter94
13:59:36:533	Upload Task event uploaded for counter95
13:59:37:671	Upload Task event uploaded for counter1
13:59:38:796	Upload Task event uploaded for counter2
13:59:39:945	Upload Task event uploaded for counter4
13:59:41:087	Upload Task event uploaded for counter34
13:59:42:209	Upload Task event uploaded for counter45
13:59:43:338	Upload Task event uploaded for counter51
13:59:44:483	Upload Task event uploaded for counter55
13:59:45:603	Upload Task event uploaded for counter93
13:59:46:738	Upload Task event uploaded for counter94
13:59:47:870	Upload Task event uploaded for counter95
13:59:49:008	Upload Task event uploaded for counter1
13:59:50:144	Upload Task event uploaded for counter2
13:59:51:269	Upload Task event uploaded for counter4
13:59:52:391	Upload Task event uploaded for counter23
13:59:53:526	Upload Task event uploaded for counter34
13:59:54:657	Upload Task event uploaded for counter41
13:59:55:794	Upload Task event uploaded for counter45
13:59:56:930	Upload Task event uploaded for counter51
