15:09:49:746	Application Starting
15:09:56:580	Upload Task starting
15:09:56:668	Data File: C:\Users\ratella\Source\Repos\SimulatorLight\bin\Release\Data/aircraftdemo_input_v4.csv
15:09:58:634	Upload Task event uploaded for counter1
15:10:17:878	Upload Task event uploaded for counter2
15:10:20:958	Upload Task event uploaded for counter1
15:10:24:059	Upload Task event uploaded for counter2
15:10:27:096	Upload Task event uploaded for counter34
15:10:30:140	Upload Task event uploaded for counter1
15:10:33:342	Upload Task event uploaded for counter2
15:10:36:698	Upload Task event uploaded for counter34
15:10:39:757	Upload Task event uploaded for counter95
15:10:42:858	Upload Task event uploaded for counter1
15:10:46:281	Upload Task event uploaded for counter2
15:10:49:319	Upload Task event uploaded for counter4
15:10:52:957	Upload Task event uploaded for counter34
15:10:56:053	Upload Task event uploaded for counter51
15:10:59:726	Upload Task event uploaded for counter55
15:11:03:002	Upload Task event uploaded for counter95
15:11:06:141	Upload Task event uploaded for counter1
15:11:09:224	Upload Task event uploaded for counter2
15:11:12:272	Upload Task event uploaded for counter4
15:11:15:453	Upload Task event uploaded for counter34
15:11:18:584	Upload Task event uploaded for counter45
15:11:21:650	Upload Task event uploaded for counter51
15:11:24:717	Upload Task event uploaded for counter55
15:11:27:901	Upload Task event uploaded for counter93
15:11:31:052	Upload Task event uploaded for counter94
15:11:34:104	Upload Task event uploaded for counter95
15:11:37:136	Upload Task event uploaded for counter1
15:11:40:190	Upload Task event uploaded for counter2
15:11:43:230	Upload Task event uploaded for counter4
15:11:46:353	Upload Task cancellation request
15:11:46:664	Upload Task completed
